発売日,メーカー,タイトル,⭐クロスレビュー(評価),容量(bit),ジャンル,価格,ジョブカテゴリ,カウント,ハード・メモリ,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1990-11-23,ハドソンNEC,J.B.ハロルドシリーズマーダークラブ💿,-,11,ADV,調査中,調査中,0,2,,,,,,,浜田省吾,
1990-12-07,日本テレネット,アヴェンジャー💿,-,11,SHT,調査中,調査中,0,2,,,,,,,,
1990-12-07,メサイヤ,らんま1/2💿,-,11,ACT,調査中,調査中,0,2,,望月智充,,中嶋敦子|谷口宏美,和田薫,高橋留美子,,
1990-12-20,ヒューマンCRWorking Designs,バスティール💿,-,11,SLG,調査中,調査中,0,2,,,,,,,,
1990-12-28,ビクター音楽産業,ウルトラボックス第3号💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1991-01-25,パック・イン・ビデオ,ガルクライトTDF2💿,-,11,SLG,調査中,調査中,0,2,,,,,,,,
1991-02-15,NECアベニュー,クイズアベニュー💿,-,11,QUIZ,調査中,調査中,0,2,,松田浩二,長谷川健,小森谷勇一郎|見田竜介,宮元真佐人,,多部田俊雄,
1991-02-15,マイクロキャビン,マスターオブモンスターズ💿,-,11,SLG,調査中,調査中,0,2,,,,,,,,
1991-03-15,メサイヤ,CYBERCITYOEDO808獣の属性💿,-,11,ADV,調査中,調査中,0,2,,山本哲也,斉藤満|高橋呉明|小林一美|柳謙一,青木勝志|渡部隆,山本敬一|本山淳弘|高木みゆき|山路敦司,斉藤満|浦畑達彦|六月十三,伊藤伸一|中村宏,
1991-03-22,ハドソンNEC,イースIII💿,-,11,ARPG,調査中,調査中,0,2,,,,,,,,
1991-03-22,工画堂スタジオ,魔晶伝紀ラ・ヴァルー💿,-,11,RPG,調査中,調査中,0,2,,,,,,,,
1991-03-22,サン電子,マンホール💿,33,11,ADV,"￥6,825","￥7,000代",0,2,,,,,,,,
1991-03-22,パック・イン・ビデオ,ロードスピリッツ💿,-,11,RCG,調査中,調査中,0,2,,,,,,,,
1991-03-29,日本テレネットNEC,エグザイル時の狭間へ💿,-,11,ARPG,調査中,調査中,0,2,,,,,,,,
1991-03-29,ナグザット,三国志英傑天下に臨む💿,-,11,SLG,調査中,調査中,0,2,,,,,,,,
1991-03-29,NECアベニュー,ダウンロード2💿,-,11,SHT,調査中,調査中,0,2,,,,,,,,
1991-04-05,日本テレネットWorking Designs,コズミックファンタジー2冒険少年バンCosmicFantasy2💿,-,11,RPG,調査中,調査中,0,2,,,,,,,,
1991-04-05,メサイヤ,エルディス💿,-,11,SHT,調査中,調査中,0,2,,山本哲也,高野務|松岡三郎,牧野紀夫,本山淳弘|高木みゆき|前田華代子|岩崎琢|山路敦|牧野紀夫,牧野紀夫,土田俊郎,
1991-04-05,アトラス,クイズまるごとTheワールド💿,-,11,QUIZ,調査中,調査中,0,2,,,,,中西ゆういちろう,鈴木光司|久保幸湖|谷井美佳|中村真夕,山崎宏太(朝日放送テレビ)|南雄大(朝日放送テレビ)|齋藤浩司(ヒューマックスシネマ)|若山佑介(ヒューマックスシネマ)|山口誠(47style),
1991-04-12,日本テレネット,ハイグレネーダー💿,-,11,SLG,調査中,調査中,0,2,,,,,,,,
1991-04-12,NECアベニュー,ヘルファイアーS💿,-,11,SHT,調査中,調査中,0,2,,,,,上村建也,,,
1991-04-19,ココナッツジャパン,パチ夫くん幻の伝説💿,-,11,TBL,調査中,調査中,0,2,,,,,,,,
1991-05-24,ビクター音楽産業,ウルトラボックス第4号💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1991-05-31,ハドソンTTI,ポンピングワールドBusterBros.💿,-,11,ACT,調査中,調査中,0,2,,,,,,,,
1991-06-07,ハドソン,コブラII伝説の男💿,-,11,ADV,調査中,調査中,0,2,,酒井啓行,飛田雅宏,秋元哲也|角谷篤志,中村暢之,島田良尚|長山豊|伝田由紀,,
1991-06-07,データウエスト,ライザンバーII💿,-,11,SHT,調査中,調査中,0,2,,,みなみふみお|わしずよしゆき,中村一秀|五十嵐丈晴,斉藤康仁,,TEAM 50,
1991-06-21,IGS,魔笛伝説アストラリウス💿,-,11,RPG,調査中,調査中,0,2,,,,,,,,
1991-06-28,NECアベニューTTI,スプラッシュレイク💿,-,11,PZL,調査中,調査中,0,2,,,,,,,,
1991-06-28,インテック,戦国関東三国志💿,-,11,SLG,調査中,調査中,0,2,,長井筆公司,白鳥修|佐藤満,麻々凪博|戸高博之|広岡弥|戸高博之|うっかり伝七|ZUNKO|スパーキー魔神|小人 神・王,林家権タロー|芸春人|徳ベエ|メタルまんきち,,,
1991-07-12,ナグザット,精霊戦士スプリガン💿,-,11,SHT,調査中,調査中,0,2,,,外山雄一,中嶋和之,迫田敏明|竹内啓史|長尾亮利|田中勝己,,仁井谷正充,
1991-07-26,ビクター音楽産業NEC,シャーロック・ホームズの探偵講座💿,30,11,ADV,"￥8,610","￥8,500代",0,2,,ケネス・トローラ,フレッド・アレン,マイケル・マニング|キャサリン・トゥーテリアン,,ローリー・ローズ・バウマン|アニー・フォックス,ケネス・トローラ,
1991-07-26,NECアベニュー,大旋風カスタム💿,-,11,SHT,調査中,調査中,0,2,,,,,太田理,,,
1991-08-09,リバーヒルソフト,BURAI八玉の勇士伝説💿,-,11,RPG,調査中,調査中,0,2,,,,,,,,
1991-08-23,日本テレネット,ヴァリスIV💿,-,11,ACT,調査中,調査中,0,2,,,,,,,,
1991-08-30,ハドソン,聖竜伝説モンビット💿,30,11,RPG,"￥7,140","￥7,000代",0,2,,,,,,,,
1991-09-27,ビクター音楽産業,ウルトラボックス第5号💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1991-10-11,NECアベニュー,クイズアベニューII💿,-,11,QUIZ,調査中,調査中,0,2,,,,,,,,
1991-10-25,日本物産,まーじゃんバニラシンドローム💿,-,11,TBL,調査中,調査中,0,2,,,,,,,,
1991-11-29,システムソフト,ロードオブウォーズ💿,-,11,SLG,調査中,調査中,0,2,,,,,,,,
1991-12-06,工画堂スタジオ,スーパーシュヴァルツシルト💿,-,11,SLG,調査中,調査中,0,2,,,,,,,,
1991-12-06,メサイヤ,らんま1/2とらわれの花嫁💿,-,11,ADV,調査中,調査中,0,2,,成田伸子,橋谷利幸|佐藤伸,テンキー|中嶋敦子|成田伸子,神津裕之,成田伸子,鈴木力|土田俊郎,
1991-12-13,ブレイングレイ,エフェラアンドジリオラジ・エンブレムフロムダークネス💿,-,11,ARPG,調査中,調査中,0,2,,,,土器手司|大貫健一|大畑晃一,,山本優,,
1991-12-13,インテック,太平記💿,-,11,SLG,調査中,調査中,0,2,,,,,,,,
1991-12-13,パック・イン・ビデオ,秘宝伝説クリスの冒険💿,-,11,ACT,調査中,調査中,0,2,,,,,,,,
1991-12-20,日本テレネット,なりトレザ・スゴロク'92💿,-,11,TBL,調査中,調査中,0,2,,,,,,,,
1991-12-27,タイトー,斬陽炎の時代💿,-,11,SLG,調査中,調査中,0,2,,,,,,,,
1992-01-24,NECアベニュー,マイト・アンド・マジック💿,-,11,RPG,調査中,調査中,0,2,,,,,,,,
1992-01-31,ビクター音楽産業,ウルトラボックス第6号💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1992-02-21,IGS,IQPANIC💿,-,11,QUIZ,調査中,調査中,0,2,,,,,,,,
1992-02-28,メサイヤ,改造町人シュビビンマン3-異界のプリンセス💿,-,11,ACT,調査中,調査中,0,2,,,濱田信次|川上直哉|島尻雅人,鈴木政幸|斉藤智晴|有賀等|延東史朗|市丸雅彦|永井一成,葉山宏治,,土田俊郎,
1992-02-28,タイトー,ぎゅわんぶらあ自己中心派麻雀パズルコレクション💿,-,11,PZL,調査中,調査中,0,2,,,,,,,,
1992-02-28,アトラス,雀偵物語2宇宙探偵ディバン/出動編💿,-,11,TBL,調査中,調査中,0,2,,,,,,,,
1992-03-13,ビクター音楽産業NEC,ライジングサンLordsoftheRisingSun💿,-,11,SLG,調査中,調査中,0,2,,,,,,,,
1992-03-13,メサイヤ,魔物ハンター妖子魔界からの転校生💿,-,11,ADV,調査中,調査中,0,2,,,,,,,,
1992-03-20,パック・イン・ビデオ,マインスウィーパー💿,-,11,PZL,調査中,調査中,0,2,,,,,,,,
1992-03-27,パック・イン・ビデオ,川のぬし釣り自然派💿,-,11,RPG,調査中,調査中,0,2,,,,,,,,
1992-03-27,アトラス,クイズまるごとTheワールド2タイムマシンにおねがい!💿,-,11,QUIZ,調査中,調査中,0,2,,,,,中西ゆういちろう,鈴木光司|久保幸湖|谷井美佳|中村真夕,山崎宏太(朝日放送テレビ)|南雄大(朝日放送テレビ)|齋藤浩司(ヒューマックスシネマ)|若山佑介(ヒューマックスシネマ)|山口誠(47style),
1992-04-24,アトラス,雀偵物語2宇宙探偵ディバン/完結編💿,-,11,TBL,調査中,調査中,0,2,,,,,,,,
1992-07-10,ココナッツジャパン,カラーウォーズ💿,-,11,TBL,調査中,調査中,0,2,,,,,,,,
1992-07-17,ナグザット,サマーカーニバル'92アルザディック💿,-,11,SHT,調査中,調査中,0,2,,,,,,,,
1992-07-17,ハドソン,ロードス島戦記💿,-,11,RPG,調査中,調査中,0,2,,,,,,安田均(テーブルトークRPG),,
1992-09-18,ナグザット,ゼロウィング💿,-,11,SHT,調査中,調査中,0,2,,,,,上村建也|富沢敏明|弓削雅稔,,,
1992-10-02,ナグザット,スターモビール💿,-,11,PZL,調査中,調査中,0,2,,,,,,,,
1992-10-10,ハドソン,クイズ殿様の野望💿,-,11,QUIZ,調査中,調査中,0,2,,,松嶋延幸|中井一仁,飯島哲也|C.KANEMITSU|M.OKAZAKI|KITASAN|MARILYN HIGUCHI,松前真奈美|GIPS.PAPA,,岡本吉起,
1992-11-20,ナグザット,横山光輝真・三国志💿,-,11,SLG,調査中,調査中,0,2,,,,,,,,
1992-12-18,アスク講談社,上海IIIドラゴンズアイ💿,-,11,PZL,調査中,調査中,0,2,,,,,,,,
1993-02-12,日本テレネット,コズミック・ファンタジービジュアル集💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1993-02-19,日本テレネット,ヴァリスビジュアル集💿,-,11,他,調査中,調査中,0,2,,,,,,,,
1993-02-26,タイトー,幻蒼大陸オーレリア💿,-,11,ARPG,調査中,調査中,0,2,,,,,,,,
1993-05-28,ビクター音楽産業TTI,シャーロック・ホームズの探偵講座IISherlockHolmes:ConsultingDetectiveVol.II💿,-,11,ADV,調査中,調査中,0,2,,,,,,,,
1993-05-28,ハドソン,クイズキャラバンカルトQ💿,-,11,QUIZ,調査中,調査中,0,2,,,,,,,,
1993-06-30,NECアベニュー,レインボーアイランド💿,-,11,ACT,調査中,調査中,0,2,,,藤末一郎|みきこうじ|おくのこうじ,三辻富貴朗|三辻富貴朗|讃岐平,相澤静夫|小倉久佳,三辻富貴朗,,
1991-10-25,ハドソンTTI,ドラゴンスレイヤー英雄伝説💿,-,11,RPG,調査中,調査中,0,3,,,,,,,,
1991-10-25,日本テレネット,天使の詩💿,31,11,RPG,"￥7,770","￥8,000代",0,3,,,,,,,,
1991-10-25,ハドソン,ポピュラスザ・プロミストランド💿,-,11,SLG,調査中,調査中,0,3,,,,,,,,
1991-11-08,リバーヒルソフトTTI,プリンス・オブ・ペルシャ💿,-,11,ACT,調査中,調査中,0,3,,,ジョーダン・メックナー,ジョーダン・メックナー,フランシス・メックナー,,ブライアン・エーラー,
1991-11-29,日本テレネット,レディファントム💿,-,11,SLG,調査中,調査中,0,3,,中村光雄,清水昭博|木村こう姫|川出陽一,三橋幸雄|後藤正行,わかめ|さけ|村上慎吾|大坪弘人,三橋幸雄,羽成正己,
1991-12-20,アイレム,R-TYPECompleteCD💿,-,11,SHT,調査中,調査中,0,3,,,SUM|MISACHIN,ABIKO|AKIO|YOSHIGE,石崎正人,,,
1991-12-20,ナグザット,熱血高校ドッジボール部CDサッカー編💿,-,11,SPT,調査中,調査中,0,3,,,,,,,,
1992-02-07,日本テレネット,ブロウニング💿,-,11,SHT,調査中,調査中,0,3,,,,,,,,
1992-02-21,ハドソンTTI,ゲートオブサンダー💿,-,11,SHT,調査中,調査中,0,3,,,NINNIKI.NIN,METAL|SHELL|IDOL,ニック・ウッド,,,
1992-02-28,ヒューマン,ヒューマンスポーツフェスティバル💿,-,11,SPT,調査中,調査中,0,3,,,,,,,,
1992-02-28,日本テレネット,未来少年コナン💿,-,11,ACT,調査中,調査中,0,3,,,,宮崎駿|大塚康生,阿部海太郎,伊藤靖朗,,
1992-03-06,ナグザット,山村美紗サスペンス金盞花京絵皿殺人事件💿,-,11,ADV,調査中,調査中,0,3,,,,,,,,
1992-03-13,パック・イン・ビデオ,HAWKF-123💿,-,11,SHT,調査中,調査中,0,3,,,,,,,,
1992-03-19,日本テレネット,サイキック・ストーム💿,-,11,SHT,調査中,調査中,0,3,,,,,,,,
1992-03-19,日本テレネット,夢幻戦士ヴァリス💿,-,11,ACT,調査中,調査中,0,3,,林浩樹(グラフィック)|小川史生(音楽),秋篠雅弘,ウルフ・チーム|林浩樹,小川史生,林浩樹|三橋幸雄,林浩樹,
1992-03-26,ハドソン,天外魔境II卍MARU💿,32,11,RPG,"￥8,190","￥8,000代",0,3,,桝田省治,岩崎啓眞|長谷川浩|藪芳昭|蝦名寿昌,広井王子(企画・監修)|辻野寅次郎(絵師・作画監督)|天城秀行,久石譲|福田裕彦,桝田省治(脚本・構成)|あだちひろし(翻案),清水始,
1992-03-27,NECアベニュー,フォゴットンワールド💿,-,11,SHT,調査中,調査中,0,3,,,江川陽一|こじまのりこ|TAKEYO|山之内一雅,安田朗|西谷亮|船水紀孝|岡本吉起|栗原明美|TAKATA|SHINSYUDON|新谷さゆり|EMETARO,河本圭代|坂口由洋,,,
1992-03-27,ビクター音楽産業,シャドー・オブ・ザ・ビースト魔性の掟💿,-,11,ACT,調査中,調査中,0,3,,,,,,,,
1992-03-27,日本テレネット,BABEL💿,-,11,RPG,調査中,調査中,0,3,,,,,,,,
1992-04-01,マイクロワールド,ザ・デビスカップテニス💿,-,11,SPT,調査中,調査中,0,3,,,,,,,,
1992-04-01,マイクロワールド,ビルダーランド💿,-,11,PZL,調査中,調査中,0,3,,,,,,,,
1992-04-02,ハドソン,スーパー雷電💿,-,11,SHT,調査中,調査中,0,3,,スタッフ参照,,,,,菅賢治|土屋敏男 ほか,
1992-04-03,メサイヤ,超時空要塞マクロス2036💿,-,11,SHT,調査中,調査中,0,3,,,,,,,,
1992-04-24,ハドソン,スターパロジャー💿,-,11,SHT,調査中,調査中,0,3,,,山下孝|杉本尚志,川田忠之|横山祥|古橋秀幸|山元健司,斎藤寛志|渡辺人,,青山英治,
1992-05-01,ライトスタッフTTI,テラフォーミングSydMead'sTerraforming💿,-,11,SHT,調査中,調査中,0,3,,,,,,,,
1992-05-29,マイクロキャビン,キャンペーン版大戦略II💿,-,11,SLG,調査中,調査中,0,3,,,,,,,,
1992-05-29,ハドソン,ドラえもんのび太のドラビアンナイト💿,-,11,ACT,調査中,調査中,0,3,,,,,菊池俊輔,藤子・F・不二雄,,
1992-06-19,ハドソン,アドベンチャークイズカプコンワールドハテナの大冒険💿,-,11,QUIZ,調査中,調査中,0,3,,,,,,,,
1992-06-25,リバーヒルソフト,トップをねらえ!GunBusterVOL.1💿,-,11,ADV,調査中,調査中,0,3,,,,,,,,
1992-06-26,日本物産,F-1CIRCUSSPECIAL💿,-,11,RCG,調査中,調査中,0,3,,,,,,,,
1992-06-26,ブレイングレイ,ジェノサイド💿,-,11,ACT,調査中,調査中,0,3,,,,,,,,
1992-06-26,データウエスト,ライザンバーIII💿,-,11,SHT,調査中,調査中,0,3,,,みなみふみお|わしずよしゆき,中村一秀|五十嵐丈晴,斉藤康仁,,TEAM 50,
1992-07-17,ビクター音楽産業,ソーサリアン💿,-,11,ARPG,調査中,調査中,0,3,,,木屋善夫,木屋善夫|山根ともお|都築和彦|大浦孝浩|佐藤善美|古代彩乃|小林誠(マニュアルイラスト),古代祐三|石川三恵子|竹林令子|永田英哉,五十嵐哲也|富一成|山根ともお|都築和彦,加藤正幸,
1992-07-24,日本テレネット,ぽっぷ'nまじっく💿,-,11,ACT,調査中,調査中,0,3,,,,,,,,
1992-07-31,マイクロワールドNEC,ザ・キックボクシングAndrePanzaKickBoxing💿,-,11,SPT,調査中,調査中,0,3,,,,,,,,
1992-07-31,NECアベニュー,ボナンザブラザーズ💿,-,11,ACT,調査中,調査中,0,3,,,,,並木晃一,,,
1992-08-07,NECアベニュー,ドラゴンナイトII💿,-,11,RPG,調査中,調査中,0,3,,,,,,,,
1992-08-10,サン電子,クイズの星💿,-,11,QUIZ,調査中,調査中,0,3,,北川正昭|JOE! JOE! JOE!,北川正昭|m.y.a|UTUGIUS祝進級,S.GIANTS,PHASE OUT,,吉田喜春,
1992-08-28,マイクロワールド,ベイビー・ジョー💿,-,11,ACT,調査中,調査中,0,3,,,,,,,,
1992-08-29,ヒューマン,ファージアスの邪皇帝💿,-,11,RPG,調査中,調査中,0,3,,,カイザー,阿部賢一,庭山博也|田中宏|米沢正弘|太谷哲司|山崎正通,矢野了也|高野希義|いいやんさんすー,,
1992-09-04,日本テレネット,TRAVELエプル💿,-,11,ACT,調査中,調査中,0,3,,,,,,,,
1992-09-11,日本テレネット,F-1チームシミュレーションプロジェクトF💿,-,11,SLG,調査中,調査中,0,3,,,,,,,,
1992-09-18,ビクター音楽産業TTI,ダンジョン・マスターセロンズ・クエストDungeonMaster💿,30,11,RPG,"￥8,610","￥8,500代",0,3,,,,,,,,
1992-09-22,日本テレネットWorking Designs,エグザイルII邪念の事象Exile:WickedPhenomenon💿,-,11,ARPG,調査中,調査中,0,3,,,,,,,,
1992-09-25,ビクター音楽産業TTI,LOOM💿,-,11,ADV,調査中,調査中,0,3,,,,,作詞:Toshl 作曲:青木秀一,,Toshl,
1992-09-25,日本テレネット,コズミック・ファンタジー3冒険少年レイ💿,-,11,RPG,調査中,調査中,0,3,,,,,,,,
1992-09-29,ビクター音楽産業TTI,シェイプシフター魔界英雄伝ShapeShifter💿,-,11,ACT,調査中,調査中,0,3,,,,,,,,
1992-10-01,ソフィックス,YAWARA!💿,-,11,ADV,調査中,調査中,0,3,,,,兼森義則|兼森義則|君塚勝教,森英治,井上敏樹,,
1992-10-02,メサイヤ,らんま1/2打倒、元祖無差別格闘流!💿,-,11,ACT,調査中,調査中,0,3,,南浩史,高橋呉明|小林一美|南浩史,,本山淳弘|高木みゆき|前田華代子|岩崎琢,南浩史,土田俊郎,
1992-10-09,インテック,ザ・プロ野球SUPER💿,-,11,SPT,調査中,調査中,0,3,,,,,,,,
1992-10-09,マイクロワールド,スライムワールド💿,-,11,ACT,調査中,調査中,0,3,,,,,,,,
1992-10-23,日本テレネット,キアイダン00💿,-,11,SHT,調査中,調査中,0,3,,CM ひげぴん|ORI,野上真一,CM ひげぴん|開田裕治,森永由美子|猫乃あまえ♂|吉川雄次,久保基史,佐々木哲哉|小川史生,
1992-10-23,ハドソン,銀河お嬢様伝説ユナ💿,-,11,ADV,調査中,調査中,0,3,,,,,,明貴美加,,
1992-10-23,コナミ,スナッチャー💿,33,11,ADV,"￥8,190","￥8,000代",0,3,,小島秀夫,足立敏哉,小島秀夫|木下富晴|太田良彦,碇子正広,小島秀夫,桐田富和|春木豊,
1992-11-20,データウエスト,サイキック・ディテクティヴ・シリーズVol.3アヤ💿,-,11,ADV,調査中,調査中,0,3,,,,,,,,
1992-11-27,テイチク,ゴッドパニック至上最強軍団💿,-,11,SHT,調査中,調査中,0,3,,,,,,,,
1992-11-27,サンソフト,レミングス💿,-,11,PZL,調査中,調査中,0,3,,,デイブ・ジョーンズ(英語版),ゲイリー・ティモンズ|スコット・ジョンストン,ブライアン・ジョンストン|ティム・ライト(英語版),,,
1992-12-04,工画堂スタジオ,スーパーシュヴァルツシルト2💿,-,11,SLG,調査中,調査中,0,3,,,,,,,,
1992-12-04,メサイヤ,超時空要塞マクロス永遠のラヴソング💿,-,11,SLG,調査中,調査中,0,3,,,,,,,,
1992-12-04,メディアリング,TECMOWORLDCUPスーパーサッカー💿,-,11,SPT,調査中,調査中,0,3,,,,,,,,
1992-12-11,ナグザット,ダウンタウン熱血行進曲それゆけ大運動会💿,-,11,ACT,調査中,調査中,0,3,,関本弘之,南波靖一郎|松本康宏|熊谷慎太郎,根立克行(キャラ担当)|東郷和代(背景担当),澤和雄,,,
1992-12-11,ナグザット,ネクスザール💿,-,11,SHT,調査中,調査中,0,3,,,,,,,,
1992-12-18,アイレム,イメージファイトII💿,-,11,SHT,調査中,調査中,0,3,,,KAN-CHAN,YAMASHI|NABE,冷牟田卓志|木村浩,,おかだこうぞう|吉岡基行,
1992-12-18,コナミ,グラディウスII-GOFERの野望-💿,-,11,SHT,調査中,調査中,0,3,,町口浩康,高取利明|筒井久一郎|T.HORIMOTO|鈴木彰|藤井龍夫,M.YOSHIKATA|芦田裕行|M.IWAMOTO|A.NONAMI|角和邦昭,コナミ矩形波倶楽部|田坂真二|古川元亮|深見誠一|松原健一,,,
1992-12-18,ナグザット,スーパーリアル麻雀スペシャルミキ・カスミ・ショウコの思い出より💿,-,11,TBL,調査中,調査中,0,3,,,,,,,,
1992-12-18,ナグザット,パステルLime💿,-,11,ADV,調査中,調査中,0,3,,,,,,,,
1992-12-18,リバーヒルソフト,ブライII闇皇帝の逆襲💿,-,11,RPG,調査中,調査中,0,3,,,,,,,,
1992-12-18,メサイヤ,モトローダーMC💿,-,11,RCG,調査中,調査中,0,3,,,,,,,,
1992-12-22,ヒューマン,宇宙戦艦ヤマト💿,-,11,SLG,調査中,調査中,0,3,,,,岡迫亘弘|松本零士|スタジオぬえ,宮川泰,藤川桂介|田村丸|山本暎一,,
1992-12-22,ココナッツジャパン,パチ夫くん笑う宇宙💿,-,11,TBL,調査中,調査中,0,3,,,,,,,,
1992-12-23,ハドソン,ドラゴンスレイヤー英雄伝説II💿,-,11,RPG,調査中,調査中,0,3,,,,,,,,
1992-12-25,ハドソン,井上麻美この星にたったひとりのキミ💿,-,11,ADV,調査中,調査中,0,3,,,,,,,,
1992-12-25,NECアベニュー,ゲイングランドSX💿,-,11,ACT,調査中,調査中,0,3,,,大岡良樹,マック・オースティン|ヤン・ワット|EIRO,高田陽|林克洋,,,
1992-12-25,日本テレネット,サークI・II💿,-,11,ARPG,調査中,調査中,0,3,,中津泰彦,中津泰彦|青木正二郎,中津泰彦|陣内靖弘|瀬田哲也|百鬼丸|樋口恵津子,瓜田幸治,中津泰彦|陣内靖弘|瀬田哲也,中津泰彦,
1992-12-25,メサイヤ,超兄貴💿,-,11,SHT,調査中,調査中,0,3,,,濱田信次,永井一成,葉山宏治,,土田俊郎,
1992-12-28,光栄,スーパー麻雀大会💿,-,11,TBL,調査中,調査中,0,3,,,,,若桑比織,,シブサワ・コウ,
1993-01-08,メサイヤ,魔物ハンター妖子〜遠き呼び声〜💿,-,11,ADV,調査中,調査中,0,3,,,,,,,,
1993-01-14,ハドソンTTI,シムアース💿,-,11,SLG,調査中,調査中,0,3,,,ダニエル・ゴールドマン|ポール・シュミット,フレッド・ハスラム|ウィル・ライト|ケイトリン・ミシェルデイトン|ピーター・ミシェルデイトン|ジェニー・マーティン|スーザン・グリーン,ヒース・ペーターソン,,スティーヴ・ベッカート,
1993-01-22,NECホームエレクトロニクス,メタモジュピター💿,-,11,SHT,調査中,調査中,0,3,,,,,,,,
1993-01-29,ハドソン,ふしぎの海のナディア💿,-,11,ADV,調査中,調査中,0,3,,,,貞本義行,鷺巣詩郎,大川久男|梅野かおる,,
1993-02-12,ハドソンTTI,コットンCotton:FantasticNightDreams💿,-,11,SHT,調査中,調査中,0,3,,,,,,,,
1993-02-26,ハドソンTTI,クレストオブウルフRiotZone💿,-,11,ACT,調査中,調査中,0,3,,,,,,,,
1993-02-26,NECアベニュー,ホラーストーリー💿,-,11,ACT,調査中,調査中,0,3,,,,,,,,
1993-02-26,日本テレネット,ポリス・コネクション💿,-,11,TBL,調査中,調査中,0,3,,,,,,,,
1993-02-27,光栄,信長の野望・武将風雲録💿,-,11,SLG,調査中,調査中,0,3,,,,,菅野よう子,,シブサワ・コウ,
1993-03-05,メディアリング,ゼロヨンチャンプII💿,-,11,RCG,調査中,調査中,0,3,,,,,,,,
1993-03-12,ナグザット,双截龍IITHEREVENGE💿,-,11,ACT,調査中,調査中,0,3,,,,,,,,
1993-03-19,キングレコード,CDBATTLE光の勇者たち💿,-,11,他,調査中,調査中,0,3,,,,,,,,
1993-03-19,マイクロワールド,ジム・パワー💿,-,11,ACT,調査中,調査中,0,3,,,,,,,,
1993-03-26,ハドソンTTI,ダンジョンエクスプローラーII💿,-,11,ARPG,調査中,調査中,0,3,,松永智史,白谷守|鈴木規生|小島卓也,上田和敏|松沢運生|岡田寿夫|草彅琢仁,コンポジラ|T'sミュージック|BANG HEADS,野村郁朋,青山英治,
1993-03-26,アイレム,英雄三国志💿,-,11,SLG,調査中,調査中,0,3,,,,,,,,
1993-03-26,日本テレネット,天使の詩II堕天使の選択💿,-,11,RPG,調査中,調査中,0,3,,,,,,,,
1993-03-26,リバーヒルソフト,トップをねらえ!GunBusterVOL.2💿,-,11,ADV,調査中,調査中,0,3,,,,,,,,
1993-03-26,ナグザット,フォーセットアムール💿,-,11,ACT,調査中,調査中,0,3,,,高橋聖人,宍倉典幸|牧野竜一,大島俊一,安部淳也,福田雅之,
1993-03-26,NECホームエレクトロニクス,ムーンライトレディ💿,-,11,ADV,調査中,調査中,0,3,,かえるさん|西田晴幸|坂井志保,清水昭博|熊田浩司,国府方政男|西田晴幸|As'まりあ|ねことむ,長谷部潤,かえるさん,高垣信宏,
1993-03-30,ヒューマン,ラプラスの魔💿,-,11,RPG,調査中,調査中,0,3,,,,,,,,
1993-03-31,NECアベニュー,CALII💿,-,11,ADV,調査中,調査中,0,3,,山中拓也,,おぐち|田辺謙司,増子津可燦|高梨康治|Funta7|RegaSound|岩田賢治,待田堂子|永井真吾|竹内利光|望月真理子,山中拓也,
1993-04-16,ライトスタッフ,フィーンドハンター💿,-,11,ARPG,調査中,調査中,0,3,,,田名網正,木村明広,澤下禎,飯淳,,
1993-04-23,ハドソンTTI,ウィンズオブサンダーLordsofThunder💿,-,11,SHT,調査中,調査中,0,3,,,,,,,,
1993-04-23,アトラス,雀偵物語3セイバーエンジェル💿,-,11,TBL,調査中,調査中,0,3,,,,,,,,
1993-06-11,アートディンク,A列車で行こうIII💿,-,11,SLG,調査中,調査中,0,3,,,,,,,,
1993-07-10,ハドソン,天外魔境風雲カブキ伝💿,33,11,RPG,"￥8,190","￥8,000代",0,3,,竹部隆司(監督)|藤原茂樹(演出),小坂恭洋,広井王子(企画・監修)|辻野寅次郎(絵師)|久保久(美術監督),田中公平,荒井弘二,和気正則|三井啓介|小林正樹,
1993-07-16,アスク講談社,1552天下大乱💿,-,11,SLG,調査中,調査中,0,3,,,,,,,,
1993-07-23,ナグザット,WIZARDRYI・II💿,-,11,RPG,調査中,調査中,0,3,,,,,,,,
1993-07-23,ナグザット,サマーカーニバル'93ネクスザールスペシャル💿,-,11,SHT,調査中,調査中,0,3,,,,,,,,
1993-07-23,マイクロネット,ブラックホールアサルト💿,-,11,ACT,調査中,調査中,0,3,,,,,,,,
1993-07-23,マイクロキャビン,ミスティックフォーミュラ💿,-,11,ACT,調査中,調査中,0,3,,,,,,,,
1993-07-30,ハドソン,CD電人ロカビリー天国💿,-,11,SHT,調査中,調査中,0,3,,松永智史|伊井人,高野務,僕久保|中村純|もらおかもら|あだちひろし|青木コブ太|阿部K助,佐藤真一郎|平木登直,,青山英治|小林正樹,
