発売日,メーカー,タイトル,⭐クロスレビュー(評価),容量(bit),ジャンル,価格,ジョブカテゴリ,カウント,ハード・メモリ,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1992-10-23,マーバ,機動警察パトレイバー98式起動せよ!,-,3,ADV,"￥7,800","￥8,000代",0,MD,,,,,,,,
1992-10-30,セガ,クライング亜生命戦争,-,6,SHT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1992-10-30,セガ,ホリフィールドボクシング,-,3,SPT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1992-10-30,セガ,ランドストーカー皇帝の財宝,33,9,RPG,"￥8,700","￥8,500代",15,MD,,折茂賢司|内藤寛,内藤寛,玉木美孝,武内基朗,西垣伸哉,,
1992-11-01,光栄,エアーマネジメント大空に賭ける,-,6,SLG,"￥11,800","￥12,000代",0,MD,,,,,,,,
1992-11-08,光栄,三國志III,-,8,SLG,"￥14,800","￥15,000代",0,MD,,,,,向谷実,,シブサワ・コウ,
1992-11-20,ＥＡＶ,プロフットボール,-,3,SPT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1992-11-20,ＥＡＶ,プロホッケー,-,3,SPT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1992-11-20,サンソフト,レミングス,-,6,PZL,"￥7,800","￥8,000代",0,MD,,,デイブ・ジョーンズ(英語版),ゲイリー・ティモンズ|スコット・ジョンストン,ブライアン・ジョンストン|ティム・ライト(英語版),,,
1992-11-20,ＥＡＶ,ロードラッシュ,-,6,RCG,"￥7,800","￥8,000代",0,MD,,,,,,,,
1992-11-21,セガ,ソニック・ザ・ヘッジホッグ2,30,6,ACT,"￥6,800","￥7,000代",19,MD,,吉井正晴(メガドライブ),山本正伸(メガドライブ)|中裕司(メガドライブ)|TOSHIYAN(マスターシステム|ゲームギア),安原広和(メガドライブ)|山口恭史(メガドライブ)|遠藤智三(マスターシステム|ゲームギア),中村正人(メガドライブ)|幡谷尚史(マスターシステム|ゲームギア)|尾形雅史(マスターシステム|ゲームギア)|澤田朋伯(マスターシステム|ゲームギア),,中山隼雄|中裕司(メガドライブ)|豊田信夫(メガドライブ),
1992-12-11,データイースト,サイドポケット,-,6,TBL,"￥7,800","￥8,000代",0,MD,,,,,,,,
1992-12-11,カネコ,パワーアスリート,-,6,ACT,"￥8,500","￥8,500代",0,MD,,,,,,,,
1992-12-11,テンゲン,ランパート,-,3,SLG,"￥6,800","￥7,000代",0,MD,,,ジョン・サルウィッツ,ジョン・サルウィッツ|デヴィッド・ラルストン,ブラッド・フラー|ドン・ディークナイテ,,リンダ・ベンツァー,
1992-12-11,バリエ,中島悟監修F-1スーパーライセンス,-,6,RCG,"￥9,000","￥9,000代",0,MD,,,,,,,,
1992-12-18,テンゲン,R.B.I.4.ベースボール,-,6,SPT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1992-12-18,セガ,アイラブミッキー＆ドナルドふしぎなマジックボックス,36,6,ACT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1992-12-18,Ｓ・Ｉ,パチンコクーニャン,-,6,TBL,"￥8,500","￥8,500代",0,MD,,,,,,,,
1992-12-18,セガ,ぷよぷよ,-,3,PZL,"￥4,800","￥5,000代",52,MD,,,,,,,,
1992-12-22,コナミ,T.M.N.T.リターンオブザシュレッダー,-,6,ACT,"￥6,800","￥7,000代",0,MD,,大山秀樹,鈴木弦,MORIYAMA 25,泉陸奥彦|東野美紀,,,
1992-12-25,セガ,タズマニア,-,6,ACT,"￥6,800","￥7,000代",0,MD,,,,,J・エリック・シュミット | リチャード・ストーン | マーク・ワッターズ | ドン・デイヴィス |スティーブ・バースティン|ジョン・ギーヴン|カール・ジョンソン|ハーヴェイ・コーエン|ジェリー・グラント,ワーナー・ブラザース|ルーニー・テューンズ,アート・ウィテロ,
1992-12-26,ＥＡＶ,ドリームチームUSA,-,6,SPT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1993-01-14,セガ,ベア・ナックルII死闘への鎮魂歌,-,9,ACT,"￥7,800","￥8,000代",10,MD,,,河野明敏,CADMIX|内村語|古代彩乃|市川幹人|古代彩乃|有賀ヒトシ|斉藤智晴,古代祐三|川島基宏,,,
1993-01-16,光栄,ヨーロッパ戦線,-,6,SLG,"￥12,800","￥13,000代",0,MD,,,,,大野雄二,,シブサワ・コウ,
1993-01-29,ＭＣＷ,ザ・キックボクシング,-,6,SPT,"￥8,500","￥8,500代",0,MD,,,,,,,,
1993-02-12,ＥＡＶ,F22インターセプター,-,6,SHT,"￥8,900","￥9,000代",0,MD,,,,,,,,
1993-02-19,セガ,バットマン・リターンズ,-,6,ACT,"￥6,800","￥7,000代",0,MD,,,,,ダニー・エルフマン,ボブ・ケイン,,
1993-02-19,ＥＡＶ,邪神ドラクソス,-,6,ACT,"￥8,900","￥9,000代",0,MD,,,,,,,,
1993-02-26,セガ,G-LOC,-,6,SHT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1993-02-26,小学館プロ／ゲームアーツ,Jリーグチャンピオンサッカー,-,3,SPT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1993-02-26,セガ,マジンサーガ,-,6,ACT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1993-03-19,ナムコ,スプラッターハウスPART3,-,9,ACT,"￥6,800","￥7,000代",0,MD,,Naga! Yama!,おおほりはるお,下間正巳|Gyoee! Miyazaki|Daiya.Y,金田栄子,,下間正巳|Papaya Payapaya,
1993-03-25,光栄,蒼き狼と白き牝鹿元朝秘史,-,7,SLG,"￥11,800","￥12,000代",0,MD,,,,,大島ミチル,,シブサワ・コウ,
1993-03-26,ＰＣＭ,GODS,-,6,ACT,"￥8,800","￥9,000代",0,MD,,,,,,,DREAMS COME TRUE,
1993-03-26,シムス,OutRun2019,-,6,RCG,"￥8,800","￥9,000代",0,MD,,,,,,,,
1993-03-26,セガ,ドラえもん夢どろぼうと7人のゴザンス,-,3,ACT,"￥6,800","￥7,000代",0,MD,,石井達也,小野寺正,久礼深雪|林宏樹|高梨誠|渡辺明美|高橋章|斉藤智晴|延東史郎,島村孝一,,渡部雅人,
1993-03-26,セガ,バトルトード,-,3,ACT,"￥6,800","￥7,000代",0,MD,,,クリス・スタンパー|マーク・ベターリッジ,ティム・スタンパー(英語版)|クリス・スタンパー(英語版)|ケヴィン・ベイリス,デビッド・ワイズ,,ジョエル・ホッホバーグ,
1993-04-02,ＥＡＶ,NBAプロバスケットボールブルズVSレイカーズ,-,6,SPT,"￥8,900","￥9,000代",0,MD,,,,,,,,
1993-04-09,マーバ,ウルトラマン,-,3,ACT,"￥5,800","￥6,000代",0,MD,,,,,,金城哲夫 ほか,,
1993-04-16,ＥＡＶ,PGAツアーゴルフII,-,6,SPT,"￥9,800","￥10,000代",0,MD,,,,,,,,
1993-04-23,ＥＡＶ,デザートストライク湾岸作戦,-,6,SHT,"￥8,900","￥9,000代",0,MD,,,,,,,,
1993-04-23,ナムコ,ボールジャックス,-,2,SPT,"￥6,000","￥6,000代",0,MD,,,,,,,,
1993-04-23,ＣＲＩ,メガロマニア,-,6,SLG,"￥8,800","￥9,000代",0,MD,,,,,,,,
1993-04-23,セガ,餓狼伝説宿命の戦い,-,8,ACT,"￥8,800","￥9,000代",9,MD,,,,,,,,
1993-04-29,ＥＡＶ,ゾウ!ゾウ!ゾウ!レスキュー大作戦,-,3,ACT,"￥8,900","￥9,000代",0,MD,,,,,,,,
1993-05-14,テンゲン,007・死闘,-,3,ACT,"￥6,800","￥7,000代",0,MD,,,,,".mw-parser-output .hlist dl|.mw-parser-output .hlist ol|.mw-parser-output .hlist ul{margin:0;padding:0}.mw-parser-output .hlist dd|.mw-parser-output .hlist dt|.mw-parser-output .hlist li{margin:0;display:inline-block;word-break:keep-all}.mw-parser-output .hlist.inline|.mw-parser-output .hlist.inline dl|.mw-parser-output .hlist.inline ol|.mw-parser-output .hlist.inline ul|.mw-parser-output .hlist dl dl|.mw-parser-output .hlist dl ol|.mw-parser-output .hlist dl ul|.mw-parser-output .hlist ol dl|.mw-parser-output .hlist ol ol|.mw-parser-output .hlist ol ul|.mw-parser-output .hlist ul dl|.mw-parser-output .hlist ul ol|.mw-parser-output .hlist ul ul{display:inline}.mw-parser-output .hlist .mw-empty-li{display:none}.mw-parser-output .hlist dt::after{content:"": ""}.mw-parser-output .hlist dd:after|.mw-parser-output .hlist li:after{content:"" ·\a0 "";font-weight:bold}.mw-parser-output .hlist-pipe dd:after|.mw-parser-output .hlist-pipe li:after{content:"" |\a0 "";font-weight:normal}.mw-parser-output .hlist-hyphen dd:after|.mw-parser-output .hlist-hyphen li:after{content:"" -\a0 "";font-weight:normal}.mw-parser-output .hlist-comma dd:after|.mw-parser-output .hlist-comma li:after{content:""|"";font-weight:normal}.mw-parser-output .hlist-slash dd:after|.mw-parser-output .hlist-slash li:after{content:"" /\a0 "";font-weight:normal}.mw-parser-output .hlist dd:last-child:after|.mw-parser-output .hlist dt:last-child:after|.mw-parser-output .hlist li:last-child:after{content:none}.mw-parser-output .hlist dd dd:first-child:before|.mw-parser-output .hlist dd dt:first-child:before|.mw-parser-output .hlist dd li:first-child:before|.mw-parser-output .hlist dt dd:first-child:before|.mw-parser-output .hlist dt dt:first-child:before|.mw-parser-output .hlist dt li:first-child:before|.mw-parser-output .hlist li dd:first-child:before|.mw-parser-output .hlist li dt:first-child:before|.mw-parser-output .hlist li li:first-child:before{content:""("";font-weight:normal}.mw-parser-output .hlist dd dd:last-child:after|.mw-parser-output .hlist dd dt:last-child:after|.mw-parser-output .hlist dd li:last-child:after|.mw-parser-output .hlist dt dd:last-child:after|.mw-parser-output .hlist dt dt:last-child:after|.mw-parser-output .hlist dt li:last-child:after|.mw-parser-output .hlist li dd:last-child:after|.mw-parser-output .hlist li dt:last-child:after|.mw-parser-output .hlist li li:last-child:after{content:"")\a0 "";font-weight:normal}.mw-parser-output .hlist ol{counter-reset:listitem}.mw-parser-output .hlist ol>li{counter-increment:listitem}.mw-parser-output .hlist ol>li:before{content:"" ""counter(listitem)""\a0 ""}.mw-parser-output .hlist dd ol>li:first-child:before|.mw-parser-output .hlist dt ol>li:first-child:before|.mw-parser-output .hlist li ol>li:first-child:before{content:""(""counter(listitem)""\a0 ""}ポール・マッカートニーリンダ・マッカートニー",,ジョージ・マーティン,
1993-05-28,セガ,エクスランザー,-,6,SHT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1993-05-28,テンゲン,スノーブラザーズ,-,6,ACT,"￥7,800","￥8,000代",0,MD,,,,,太田理,,,
1993-05-28,光栄,太閤立志伝,-,7,SLG,"￥11,800","￥12,000代",0,MD,,,,,大島ミチル,,シブサワ・コウ,
1993-06-04,ＥＡＶ,LHXアタックチョッパー,-,6,SHT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1993-06-09,ＥＡＶ,ジェームスポンドIIコードネーム・ロボコッド,-,3,ACT,"￥6,900","￥7,000代",0,MD,,,,,,,,
1993-06-11,テンゲン,スラップファイト,-,6,SHT,"￥7,800","￥8,000代",0,MD,,,,,弓削雅稔,,,
1993-06-18,セガ,Jリーグプロストライカー,-,6,SPT,"￥8,800","￥9,000代",8,MD,,,,,,,,
1993-06-18,ＥＡＶ,パワーモンガー,-,6,SLG,"￥8,900","￥9,000代",0,MD,,,ピーター・モリニュー|グレン・コープス(英語版)|ケヴィン・ドンキン,ゲイリー・カー|サイモン・ハンター,チャールズ・キャレット,,,
1993-06-25,Ｓ・Ｉ,TOPPROGOLF2,-,6,SPT,"￥8,500","￥8,500代",0,MD,,,,,,,,
1993-06-25,Ｓ・Ｉ,エリミネートダウン,-,6,SHT,"￥8,500","￥8,500代",0,MD,,,,,,,,
1993-06-25,セガ,ゴールデンアックスIII,-,6,ACT,"￥6,800","￥7,000代",0,MD,,,TAKUBON,藤井一馬|飯塚隆|WARUKATTA|岡田茂|杵村史朗,幡谷尚史|前田龍之|小黒晴代|澤田朋伯,,,
1993-06-25,テンゲン,スティールタロンズ,-,3,SHT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1993-07-23,セガ,ザ・スーパー忍II,-,6,ACT,"￥6,800","￥7,000代",0,MD,,伊藤知行|松橋武,青木司|矢島利明|大井章雄,なかざわなおひさ|岩沢一之|荻窪勝彦|平間広行|森屋英明|原正憲,長尾優進|村崎弘史|秋山森彦,,高見富夫|兼安時紀,
1993-07-23,ＥＡＶ,ロードラッシュII,-,6,RCG,"￥8,900","￥9,000代",0,MD,,,,,,,,
1993-07-30,ＥＡＶ,NBAプレイオフブルズVSブレイザーズ,-,6,SPT,"￥8,900","￥9,000代",0,MD,,,,,,,,
1993-07-30,セガ,エコー・ザ・ドルフィン,31,6,ACT,"￥6,800","￥7,000代",7,MD,,,,,,,E. Ettore Annunziata,
1993-07-30,講談社総研,騎士伝説,-,7,SLG,"￥9,800","￥10,000代",0,MD,,,,,,,,
1993-08-06,コナミ,ロケットナイトアドベンチャーズ,-,6,ACT,"￥7,800","￥8,000代",0,MD,,中里伸也,堀尾健一郎,中里伸也|さとうしおり|高野泰,大内正徳|畑亜貴|安達昌宣|小林裕|山根ミチル,,桐田富和,
1993-08-10,ＥＡＶ,ウィザード・オブ・イモータル,-,9,ACT,"￥9,800","￥10,000代",0,MD,,,,,,,,
1993-08-13,テンゲン,マーブルマッドネス,-,3,ACT,"￥6,800","￥7,000代",0,MD,,,ボブ・フラナガン,マーク・サーニー,ハル・カノン|ブラッド・フラー,,,
1993-08-20,ＥＡＶ,キリング・ゲームショー,-,6,ACT,"￥8,900","￥9,000代",0,MD,,,,,,,,
1993-08-27,セガ,ジュラシック・パーク,-,9,ACT,"￥6,800","￥7,000代",0,MD,,,,,,『Jurassic Park Adventures: Survivor』(2001年) 『Jurassic Park Adventures: Prey』(2001年) 『Jurassic Park Adventures: Flyers』(2002),,
1993-09-03,セガ,ああ播磨灘,-,9,ACT,"￥7,800","￥8,000代",0,MD,,長田紀生,,新井豊,天野正道,さだやす圭,,
1993-09-10,セガ,ガンスターヒーローズ,-,6,ACT,"￥6,800","￥7,000代",9,MD,,,八井田満|菅波秀幸,菊池哲彦|井内洋,半沢紀夫,,,
1993-09-10,ＥＡＶ,ミュータントリーグ・フットボール,-,6,SPT,"￥8,900","￥9,000代",0,MD,,,,,,,,
1993-09-15,光栄,信長の野望全国版,-,3,SLG,"￥8,800","￥9,000代",0,MD,,,,,菅野よう子,,シブサワ・コウ,
1993-09-17,テンゲン,ガントレット,-,6,ACT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1993-09-23,セガ,マクドナルドトレジャーランド・アドベンチャー,-,6,ACT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1993-09-24,ＥＡＶ,ジョーダンVSバードONEonONE,-,6,SPT,"￥8,900","￥9,000代",0,MD,,,,,,,,
1993-09-28,カプコン,ストリートファイターIIダッシュプラス,30,12,ACT,"￥9,800","￥10,000代",19,MD,,,,安田朗(AKIMAN),下村陽子|阿部功,,岡本吉起,
1993-10-01,セガ,シャイニング・フォースII古えの封印,-,9,SLG,"￥8,800","￥9,000代",22,MD,,高橋秀五|田口泰宏,田口泰宏|高橋秀五|小寺春樹|沼屋賢司|山本豊|田中つかさ,SUEZEN,武内基朗,高橋宏之|久末律子|清水秀二,高橋宏之,
1993-10-15,セガ,コラムスIII対決!コラムスワールド,-,3,PZL,"￥4,800","￥5,000代",0,MD,,,,,,,,
1993-10-29,セガ,ペブルビーチの波涛,-,8,SPT,"￥8,800","￥9,000代",0,MD,,横山英二,加藤英治,中島健二,冨田茂,,横山俊朗,
1993-11-05,セガ,パーティクイズMEGAQ,-,6,TBL,"￥6,800","￥7,000代",0,MD,,,,,,,,
1993-11-05,セガ,雀皇登竜門,-,6,TBL,"￥6,800","￥7,000代",0,MD,,,,,,,,
1993-11-12,セガ,アラジン,35,9,ACT,"￥7,800","￥8,000代",10,MD,,,,,,,,
1993-11-19,ＥＡＶ,スペースファンキーB.O.B.,-,6,ACT,"￥8,900","￥9,000代",0,MD,,,,,,,,
1993-11-19,タイトー,フリントストーン,-,3,ACT,"￥3,880","￥4,000代",0,MD,,,,,,,,
1993-11-26,テンゲン,MiG-29,-,6,SHT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1993-11-26,セガ,キング・オブ・ザ・モンスターズ,-,6,ACT,"￥6,800","￥7,000代",0,MD,,,,,田中敬一|西田和弘,,,
1993-11-26,テクモ,テクモスーパーボウル,-,6,SPT,"￥8,900","￥9,000代",0,MD,,,,,,,,
1993-12-03,コナミ,T.M.N.T.トーナメントファイターズ,-,9,ACT,"￥8,800","￥9,000代",0,MD,,大山秀樹,鈴木弦,MORIYAMA 25,泉陸奥彦|東野美紀,,,
1993-12-03,ＣＲＩ,ダイナブラザース2,-,9,SLG,"￥8,800","￥9,000代",0,MD,,,,,,,,
1993-12-10,セガ,ソニックスピンボール,-,6,TBL,"￥6,800","￥7,000代",0,MD,,ロジャー・ヘクター,デニス・コブル|リー・アクター|ケン・ローズ|スティーブ・ウォーター|ジェイソン・プラム|アール・ストラットン|デイヴ・サナー|スコット・チャンドラー,ピーター・モラウィエク|ホイト・ウン|ジョン・ダガン,バリー・ブルム|ブライアン・コバーン|ハワード・ドロシン|OUI MULTIMEDIA,,菅野豊,
1993-12-10,テンゲン,ドラゴンズリベンジ,-,6,ACT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1993-12-10,コナミ,リーサルエンフォーサーズ,-,9,SHT,"￥9,800","￥10,000代",0,MD,,波多野よしあき,波多野よしあき,スティーヴ・ジョンソン,福井健一郎,,,
1993-12-17,セガ,Jリーグプロストライカー完全版,-,6,SPT,"￥8,800","￥9,000代",7,MD,,,,,,,,
1993-12-17,ＥＡＶ,ジャングルストライク受け継がれた狂気,-,9,SHT,"￥8,900","￥9,000代",0,MD,,,,,,,,
1993-12-17,セガ,ファンタシースター千年紀の終りに,-,12,RPG,"￥8,800","￥9,000代",22,MD,,小玉理恵子|吉田徹,円藤義秋|山本大輔,吉田徹|津川一吉|吉田徹|西山彰則|森司|小玉理恵子,竹内出穂|中垣斉己,西山彰則,,
1993-12-17,ビスコ,ブギウギ・ボーリング,-,3,SPT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1993-12-17,ビクターＥ,メタルファング,-,3,SHT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1993-12-17,T＆Eソフト,遥かなるオーガスタ,-,8,SPT,"￥8,800","￥9,000代",0,MD,,横山英二,加藤英治,中島健二,冨田茂,,横山俊朗,
1993-12-24,ビック東海,バトルマニア大吟醸,-,6,SHT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1993-12-25,テンゲン,オーサムポッサム,-,9,ACT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1993-12-26,ＥＡＶ,クルーボール,-,3,ACT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1993-12-29,サンソフト,フラッシュバック,-,8,ACT,"￥8,000","￥8,000代",0,MD,,,,,,,,
1993-12-29,講談社総研,魔天の創滅,-,6,RPG,"￥8,900","￥9,000代",0,MD,,,,,,,,
1994-01-01,株式会社サンサン,サンサン,-,0,TBL,-,-,0,MD,,,,,,,,
1994-01-14,ＥＡＶ,ジェネラル・カオス大混戦,-,6,SLG,"￥8,900","￥9,000代",0,MD,,,,,,,,
1994-01-14,セガ,龍虎の拳,-,9,ACT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1994-01-28,セガ,デビルズコース,-,8,SPT,"￥8,800","￥9,000代",0,MD,,,,,,リンジー・デヴリン,,
1994-01-28,セガ,幽☆遊☆白書外伝,-,9,ADV,"￥8,800","￥9,000代",0,MD,,,,,,,,
1994-02-04,セガ,NFLフットボール'94,-,9,SPT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1994-02-11,セガ,ウィンターオリンピック,-,9,SPT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1994-02-18,ＥＡＶ,NFLプロフットボール'94,-,9,SPT,"￥9,800","￥10,000代",0,MD,,,,,,,,
1994-02-18,光栄,エアーマネジメントII航空王をめざせ,-,6,SLG,"￥12,800","￥13,000代",0,MD,,,,,岩崎琢,,シブサワ・コウ,
1994-02-18,セガ,エターナルチャンピオンズ,-,12,ACT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1994-02-18,ヴァージン,クールスポット,-,6,ACT,"￥8,000","￥8,000代",0,MD,,,,,,,,
1994-02-25,アクレイム,T2ジ・アーケードゲーム,-,6,SHT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1994-02-25,テンゲン,デビスカップ,-,6,SPT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1994-02-25,セガ,ワイアラエの奇蹟,-,8,SPT,"￥8,800","￥9,000代",0,MD,,横山英二,加藤英治,中島健二,冨田茂,,横山俊朗,
1994-02-25,光栄,信長の野望覇王伝,-,9,SLG,"￥12,800","￥13,000代",0,MD,,,,,菅野よう子,,シブサワ・コウ,
1994-03-04,ＥＡＶ,2020年スーパーベースボール,-,9,SPT,"￥9,800","￥10,000代",0,MD,,,,,,,,
1994-03-04,テクモ,テクモスーパーNBAバスケットボール,-,6,SPT,"￥8,900","￥9,000代",0,MD,,,,,,,,
1994-03-04,コナミ,ハイパーダンクザ・プレイオフエディション,-,9,SPT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1994-03-11,マーバ,クレヨンしんちゃん嵐を呼ぶ園児,-,9,ACT,"￥8,800","￥9,000代",0,MD,,,,尾形和正|田中康介|牛村憲彦,富樫則彦,,,
1994-03-18,セガ,バーチャレーシング,33,9,RCG,"￥9,800","￥10,000代",19,MD,,鈴木裕,鈴木裕,名越稔洋,光吉猛修,,,
1994-03-18,コナミ,バンパイアキラー,-,6,ACT,"￥7,800","￥8,000代",0,MD,,,,,山根ミチル,,桐田富和,
1994-03-18,セガ,ベアナックルIII,-,12,ACT,"￥7,800","￥8,000代",8,MD,,YUI,百田浩司,WANTER|ZOZO|清宮敦嗣,古代祐三|川島基宏,,OSSIY|NORIYUKI,
1994-03-25,アクレイム,WWFロイヤルランブル,-,9,SPT,"￥8,900","￥9,000代",0,MD,,,,,,,,
1994-03-25,テンゲン,ヴイ・ファイヴ,-,6,SHT,"￥7,800","￥8,000代",0,MD,,高野健一,岩倉聖治|池田恒基,直良有祐|山口幹雄,弓削雅稔,,,
1994-03-25,ビック東海,タイムドミネーター,-,6,ACT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1994-04-01,セガ,タントアール,-,9,TBL,"￥7,800","￥8,000代",0,MD,,,,,,,,
1994-04-01,バンダイ,ドラゴンボールZ武勇列伝,-,9,ACT,"￥8,800","￥9,000代",8,MD,,,,森下孝三|蛭田成一,天岸真志,,宮河恭夫|清水泰臣|鈴木敏弘,
1994-04-01,セガ,モンスターワールドIV,-,8,ACT,"￥8,800","￥9,000代",0,MD,,西澤龍一,H.TOHYAMA,大空真紀,渡辺人,,,
1994-04-02,セガ,ファンタシースター復刻版,-,3,RPG,"￥4,800","￥5,000代",0,MD,,,,,,,,
1994-04-22,データイースト,キャプテンラング,-,6,ACT,"￥6,800","￥7,000代",0,MD,,,,大谷明|さとうむつのり,清水絵美|岩崎正明,,,
1994-04-29,アクレイム,NBAJAM,-,9,SPT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1994-05-13,セガ,アウトランナーズ,-,9,RCG,"￥7,800","￥8,000代",0,MD,,,,,中村隆之|光吉猛修|川口博史,,,
1994-05-20,セガ,ウィンブルドン,-,6,SPT,"￥6,800","￥7,000代",0,MD,,,,,,,,
1994-05-27,ＥＡＶ,F117ステルスオペレーション:ナイトストーム,-,9,SLG,"￥9,800","￥10,000代",0,MD,,,,,,,,
1994-05-27,セガ,グレイテストヘビーウェイツ,-,9,SPT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1994-05-27,セガ,ソニック・ザ・ヘッジホッグ3,-,9,ACT,"￥5,800","￥6,000代",17,MD,,安原広和,中裕司|浜野隆弘|山元雅信,安原広和|よしだひさよし|飯塚隆|湯田高志|青木國武|横川聡,ブラッド・バクサー|ロバート・グリーン・ブルックス(英語版)|ダリル・ロス|ジェフ・グレース|ダグ・グリグスビー3世|シロッコ|マイケル・ジャクソン(クレジットなし)|瀬上純,,中山隼雄|中裕司,
1994-05-27,アクレイム,モータルコンバット,-,9,ACT,"￥7,800","￥8,000代",0,MD,,,,エド・ブーン|ジョン・トビアス,ダン・フォーデン,,,
1994-05-28,ヴァージン,ロボコップVSターミネーター,-,9,ACT,"￥8,900","￥9,000代",0,MD,,,,,,,,
1994-06-10,ＥＡＶ,FIFAインターナショナルサッカー,-,9,SPT,"￥9,800","￥10,000代",0,MD,,,,,,,,
1994-06-17,セガ,新創世紀ラグナセンティ,-,9,RPG,"￥8,000","￥8,000代",6,MD,,,,,,,,
1994-06-24,ヴァージン,チャックロックII,-,6,ACT,"￥8,000","￥8,000代",0,MD,,,,,,,,
1994-06-24,アクレイム,チャンピオンズワールドクラスサッカー,-,6,SPT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1994-06-24,セガ,ロードモナーク・とことん戦闘伝説,-,9,SLG,"￥8,800","￥9,000代",0,MD,,,,,,,,
1994-06-24,タカラ,餓狼伝説2新たなる闘い,-,12,ACT,"￥9,800","￥10,000代",0,MD,,,,塚本高史|白井影二,清水敏夫|おさかようこ|北村芳彦|幡谷正彦,,川崎英吉,
1994-06-24,光栄,大航海時代II,-,9,SLG,"￥11,800","￥12,000代",0,MD,,,,,菅野よう子,,シブサワ・コウ,
1994-06-25,カプコン,スーパーストリートファイターIITHENEWCHALLENGERS,31,15,ACT,"￥10,900","￥11,000代",12,MD,,西谷亮,,西谷亮(NIN)|安田朗(AKIMAN),下村陽子|阿部功,,岡本吉起,
1994-07-01,ＥＡＶ,NBAプロバスケットボール'94,-,9,SPT,"￥9,800","￥10,000代",0,MD,,,,,,,,
1994-07-08,マーバ,美少女戦士セーラームーン,-,9,ACT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1994-07-15,セガ,Jリーグプロストライカー2,-,9,SPT,"￥7,800","￥8,000代",0,MD,,,,,,,,
1994-07-22,セガ,ハイブリッド・フロント,-,9,SLG,"￥8,800","￥9,000代",0,MD,,,,角田純悦|末弥純|青井邦夫,幡谷尚史|白津順子,,,
1994-07-22,セガ,パルスマン,-,9,ACT,"￥7,800","￥8,000代",0,MD,,杉森建|田尻智,増田順一|太田健程|西橋倫治|太田智道,杉森建|田尻智|杉森建|藤原基史|にしだあつこ,増田順一,たにぐちりょうすけ,,
1994-08-05,セガ,ダイナマイトヘッディー,-,9,ACT,"￥6,800","￥7,000代",0,MD,,麻生宏(MD),前川正人(MD),木村幸一(MD)|荻野誠(MD),鈴木勝彦(MD)|山田耕治(MD)|畑亜貴(MD)|半沢紀雄(MD)|松平あこ(GG),,木村幸一(MD)|鋒山元茂(GG),
1994-08-12,サンソフト,パノラマコットン,-,11,SHT,"￥9,500","￥9,500代",0,MD,,田村英樹,,田村英樹|Motoi Saito|伊藤しのぶ,平田健一,,,
1994-08-26,セガ,エコー・ザ・ドルフィン2,-,9,ACT,"￥6,800","￥7,000代",0,MD,,,,,,,E. Ettore Annunziata,
1994-08-26,メサイヤ,ラングリッサー2,-,9,SLG,"￥9,800","￥10,000代",16,MD,,,,,,,,
1994-09-09,アクレイム,モータルコンバットII究極神拳,-,12,ACT,"￥8,800","￥9,000代",0,MD,,,,,,,,
1994-09-15,コナミ,魂斗羅ザ・ハードコア,-,9,ACT,"￥9,000","￥9,000代",0,MD,,中里伸也,みやおかけんじ,梅津泰臣,小林でび|荘司朗|みやおかけんじ|山根ミチル|山岡晃|谷口博史,中里伸也,桐田富和,
