発売日,メーカー,タイトル,バックアップメモリ,容量(bit),ジャンル,価格,ジョブカテゴリ,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
2001-03-21,キューネット,EZ-TALK初級編1,1,3,ETC,"￥6,000","￥6,000代",0,,,,,,,,
2001-03-21,キューネット,EZ-TALK初級編2,1,3,ETC,"￥6,000","￥6,000代",0,,,,,,,,
2001-03-21,キューネット,EZ-TALK初級編3,1,3,ETC,"￥6,000","￥6,000代",0,,,,,,,,
2001-03-21,キューネット,EZ-TALK初級編4,1,3,ETC,"￥6,000","￥6,000代",0,,,,,,,,
2001-03-21,キューネット,EZ-TALK初級編5,1,3,ETC,"￥6,000","￥6,000代",0,,,,,,,,
2001-03-21,キューネット,EZ-TALK初級編6,1,3,ETC,"￥6,000","￥6,000代",0,,,,,,,,
2001-03-21,任天堂,F-ZEROFORGAMEBOYADVANCE,1,2,RCG,"￥4,800","￥5,000代",0,,清水一伸,,清水一伸,田島賢 |古川光照|石田尚人,,出石武宏|山上仁志,
2001-03-21,コナミ,JGTO公認GOLFMASTER～JAPANGOLFTOURGAME～,3,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2001-03-21,コナミ,Jリーグポケット,1,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2001-03-21,エム・ティー･オー,アドバンスGTA,1,3,RCG,"￥4,980","￥5,000代",0,,,,,,,,
2001-03-21,コーエー,ウイニングポストforゲームボーイアドバンス,3,2,SLG,"￥5,600","￥5,500代",0,,,,,タケカワユキヒデ|新井智詞|山崎洋一|楠瀬誠志郎|小西貴雄,,シブサワ・コウ,
2001-03-21,任天堂,くるくるくるりん,1,2,ACT,"￥4,800","￥5,000代",0,,,渡邊康成,小田部羊一,,,佐藤浩(任天堂)|豊嶋真人(エイティング),
2001-03-21,コナミ,コナミワイワイレーシングアドバンス,1,2,RCG,"￥5,800","￥6,000代",0,,,,,,,,
2001-03-21,任天堂,スーパーマリオアドバンス,5,2,ACT,"￥4,800","￥5,000代",64,,,,,,,,
2001-03-21,セガ,チュ-チュ-ロケット！,3,2,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2001-03-21,ケムコ,トゥイティーのハーティーパーティー,1,2,ETC,"￥4,980","￥5,000代",0,,,,,,,,
2001-03-21,任天堂,ナポレオン,1,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2001-03-21,カプコン,バトルネットワークロックマンエグゼ,1,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-03-21,コナミ,パワプロクンポケット3,1,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2001-03-21,ハドソン,ピノビィーの大冒険,1,2,ACT,"￥4,800","￥5,000代",0,,大島直人|菅野豊,,町田俊彦|菅野豊|大島直人|中川靖久|原田正道(アートディレクター),鎌谷千佳子,,石井洋児,
2001-03-21,スパイク,ファイヤープロレスリングA,3,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2001-03-21,コナミ,プレイノベルサイレントヒル,1,3,NOV,"￥5,800","￥6,000代",0,,,,,,,,
2001-03-21,タム,ぼくは航空管制官,1,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2001-03-21,ナムコ,ミスタードリラー2,1,2,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2001-03-21,コナミ,モンスターガーディアンズ,1,3,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2001-03-21,コナミ,悪魔城ドラキュラCircleoftheMoon,1,3,ACT,"￥5,800","￥6,000代",0,,,,,,,,
2001-03-21,ケムコ,全国GT選手権,3,2,RCG,"￥5,200","￥5,000代",0,,,,,,,,
2001-03-21,ハドソン,桃太郎まつり,1,2,ETC,"￥5,200","￥5,000代",0,,さくまあきら(ゲーム監督)|富沢ひろみ(PS版),,土居孝幸,関口和之|宮路一昭|池毅(PS版のみ参加),,三上寛幸(PS版),
2001-03-21,アトラス,爆熱ドッジボールファイターズ,1,2,SPT,"￥4,980","￥5,000代",0,,,,,,,,
2001-03-21,コナミ,遊戯王ダンジョンダイスモンスターズ,3,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2001-04-26,コナミ,GetBackers奪還屋～地獄のスカラムーシュ～,3,2,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2001-04-26,コナミ,耽美夢想マイネリーベ,1,3,SLG,"￥5,800","￥6,000代",0,,佐々木美恵,,由貴香織里|由貴香織里,,,,
2001-04-27,ジョルダン,スペースヘキサイト～メーテル/レジェンドEX～,1,2,PZL,"￥5,300","￥5,500代",0,,,,,,,,
2001-04-27,エポック社,ドラえもん緑の惑星ドキドキ大救出！,1,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2001-04-27,ハドソン,ボンバーマンストーリー,1,2,RPG,"￥5,200","￥5,000代",0,,藤原茂樹,,赤石龍彌|大久保則雄|水野祥司|佐藤梢,盛山浩一|竹間淳(バトルゲームメイン曲),,三上寛幸,
2001-05-25,カプコン,ファイナルファイトONE,5,2,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2001-06-21,任天堂,タクティクスオウガ外伝TheKnightofLodis,3,3,RPG,"￥4,800","￥5,000代",0,,村澤祐一,,,岩田匡治|崎元仁,田中瑞枝,徳川誠,
2001-06-28,グローバル,トイロボフォース,1,3,SHT,"￥5,200","￥5,000代",0,,,,,,,,
2001-06-29,タカラ,チョロQアドバンス,1,2,RCG,"￥4,800","￥5,000代",0,,,,,,,,
2001-06-29,カプコン,優駿ラプソディ～♪,1,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-07-05,コナミ,遊戯王デュエルモンスターズ5エキスパート1,1,3,CARD,"￥5,800","￥6,000代",0,,,,,,,,
2001-07-06,カプコン,ブレスオブファイア竜の戦士,5,3,RPG,"￥4,800","￥5,000代",0,,,金子清巳|こじまのりこ|三膳正,竹中善則|河野禎則|池原実|稲船敬二|松村ひろのり,藤田靖明|山口真理|藤井美苗|下村陽子,,,
2001-07-12,ハドソン,森田将棋あどばんす,1,2,TBL,"￥5,800","￥6,000代",0,,,,,,,,
2001-07-12,ハドソン,麻雀刑事,1,2,TBL,"￥5,200","￥5,000代",0,,,,,,,,
2001-07-13,タカラ,EXモノポリー,1,2,TBL,"￥5,800","￥6,000代",0,,,,,,,,
2001-07-13,カプコン,スーパーストリートファイター2XREVIVAL,5,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2001-07-13,エム・ティー･オー,みんなの飼育シリーズ(1)ぼくのカブト虫,1,2,ADV,"￥5,200","￥5,000代",0,,,,,,,,
2001-07-19,ナムコ,風のクロノア～夢見る帝国～,5,2,ACT,"￥5,300","￥5,500代",0,,,,,,,,
2001-07-21,任天堂,マリオカートアドバンス,3,2,RCG,"￥4,800","￥5,000代",77,,安藤武森本幸雄,松本賢治,,西牧賢一松永政信濱野美奈子,,.mw-parser-output .plainlist--only-child>ol|.mw-parser-output .plainlist--only-child>ul{line-height:inherit;list-style:none none;margin:0;padding-left:0}.mw-parser-output .plainlist--only-child>ol li|.mw-parser-output .plainlist--only-child>ul li{margin-bottom:0}宮本茂三木研次,
2001-07-26,コナミ,JGTO公認GOLFMASTERモバイルJAPANGOLFTOURGAME,3,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2001-07-26,コナミ,スタコミ,1,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2001-07-26,コナミ,モバイルプロ野球監督の采配,3,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2001-07-26,コナミ,筋肉番付金剛君の大冒険！,1,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2001-07-27,メディアリング,ゼロ・ツアーズ,3,2,RPG,"￥5,480","￥5,500代",0,,,,,,,,
2001-08-01,任天堂,黄金の太陽開かれし封印,3,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-08-03,アスミック・エース,ドカポンQモンスターハンター！,1,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-08-03,エム・ティー･オー,みんなの飼育シリーズ(2)ぼくのクワガタ,1,2,ADV,"￥5,200","￥5,000代",0,,,,,,,,
2001-08-09,コナミ,ジュラシックパーク3恐竜にあいにいこう！,1,2,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2001-08-10,スターフィッシュ,スーパーブラックバスアドバンス,1,2,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2001-08-10,アテナ,極麻雀デラックス未来戦士21,1,3,TBL,"￥5,200","￥5,000代",0,,,,,,,,
2001-08-21,任天堂,ワリオランドアドバンスヨーキーのお宝,1,3,ACT,"￥4,800","￥5,000代",0,,松岡洋史,山野勝也|尾崎亘洋|香月良昇|福井浩太|阿部悟郎,清武博二|細川豪彦|上田正二|平野勲,吉冨亮二,,山内溥|出石武宏,
2001-08-30,コナミ,ジュラシックパーク3アドバンスアクション,5,3,ACT,"￥5,800","￥6,000代",0,,,,,,小山内美江子・清水有生ほか,竹之下寛次,
2001-08-31,キーネット,高校受験アドバンスシリーズ英語構文編,1,3,ETC,"￥6,800","￥7,000代",0,,,,,,,,
2001-08-31,キーネット,高校受験アドバンスシリーズ英熟語編,1,3,ETC,"￥6,800","￥7,000代",0,,,,,,,,
2001-08-31,キーネット,高校受験アドバンスシリーズ英単語編,1,3,ETC,"￥6,800","￥7,000代",0,,,,,,,,
2001-09-07,イマジニア,メダロット・ナビカブト,3,3,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2001-09-07,イマジニア,メダロット・ナビクワガタ,3,3,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2001-09-07,マーベラス,ラブひなアドバンス祝福の鐘はなるかな,5,3,ADV,"￥5,800","￥6,000代",0,,,,,,,,
2001-09-13,ハドソン,ロボットポンコッツ3クロス,3,2,RPG,"￥5,200","￥5,000代",0,,,,,,,,
2001-09-13,ハドソン,ロボットポンコッツ3リング,3,2,RPG,"￥5,200","￥5,000代",0,,,,,,,,
2001-09-13,ＫＣＥ東京,幻想水滸伝カードストーリーズ,6,2,CARD,"￥5,800","￥6,000代",0,,,,,,,,
2001-09-20,コナミ,FIELDOFNINEDIGITALEDITION2001,1,3,CARD,"￥5,800","￥6,000代",0,,,,,,,,
2001-09-21,バンプレスト,スーパーロボット大戦A,3,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2001-09-27,コナミ,Z.O.E2173TESTAMENT,3,3,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2001-09-28,コーエー,信長の野望,3,3,SLG,"￥6,800","￥7,000代",0,,,,,,,,
2001-09-28,メディアリング,西原理恵子の殿堂麻雀,1,2,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2001-10-04,ハドソン,ハテナサテナ,1,2,PZL,"￥5,200","￥5,000代",0,,飛澤正人,坂本正博,中村心|田中秀幸|カイエダヒロシ(アートディレクター・チャックナジッパー)|角谷みか(てくてくエンジェル)|柴田晃宏(ゲッターラブ),五十嵐真理|飛渡健次郎|酒井知子|村上博美,,猪狩寛,
2001-10-05,アルトロン,奇々怪界あどばんす,6,2,ACT,"￥5,200","￥5,000代",0,,,,,,,,
2001-10-12,カプコン,逆転裁判,1,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2001-10-18,セガ,みんなでぷよぷよ,5,3,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2001-10-19,カルチャーブレーン,ハムスター物語2GBA,1,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2001-10-19,イマジニア,ハローキティコレクションミラクルファッションメーカー,5,3,ADV,"￥5,200","￥5,000代",0,,,,,,,,
2001-10-25,コナミ,ESPNXGamesSkateboarding,5,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2001-10-25,コナミ,なかよし麻雀かぶリーチ,1,2,TBL,"￥5,800","￥6,000代",0,,,,,,,,
2001-10-25,コナミ,ヒカルの碁,1,3,TBL,"￥5,800","￥6,000代",0,,,,,和田俊輔,毛利亘宏,,
2001-10-26,任天堂,どこでも対局役満アドバンス,1,3,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2001-10-26,エム・ティー･オー,なかよしペットアドバンスシリーズ(1)かわいいハムスター,5,2,SLG,"￥5,200","￥5,000代",0,,浅沼穣,五反田義治,則本真樹|MEIMU,桜庭統,五反田義治,山岸功典,
2001-10-26,ケムコ,ファランクス,5,2,SHT,"￥4,980","￥5,000代",0,,,,,,,,
2001-11-01,コナミ,ジュラシックパークⅢ失われた遺伝子,5,3,PZL,"￥5,800","￥6,000代",0,,,,,,,,
2001-11-15,コナミ,友情のビクトリーゴール4v4嵐GETTHEGOAL！！,1,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2001-11-22,コナミ,AdvetureofTOKYODisneySEA,1,2,ADV,"￥5,800","￥6,000代",0,,,,,,,,
2001-11-29,コンパイル,ぐるロジチャンプ,3,2,PZL,"￥4,980","￥5,000代",0,,,,,,,,
2001-11-30,トミー,ZOIDSSAGA,1,3,RPG,"￥5,400","￥5,500代",0,,,,,,,,
2001-11-30,タカラ,億万長者ゲームのっとり大作戦！,1,2,TBL,"￥5,800","￥6,000代",0,,,,,,,,
2001-11-30,ケムコ,機械化軍隊,5,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2001-11-30,ビクター,激闘！カーバトラーGO！！,5,3,RPG,"￥4,800","￥5,000代",0,,,,,仲西匡,中園ミホ,櫨山裕子|内山雅博,
2001-11-30,コーエー,三國志,3,3,SLG,"￥6,800","￥7,000代",0,,,,,,,,
2001-12-06,コナミ,筋肉番付～決めろ！奇跡の完全制覇～,1,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2001-12-06,ハドソン,爆転シュートベイブレード激闘！最強ブレーダー,1,2,ACT,"￥5,300","￥5,500代",0,,,,,,,,
2001-12-07,エム・ティー･オー,アドバンスラリー,1,3,RCG,"￥4,980","￥5,000代",0,,,,,,,,
2001-12-07,エポック社,ダイヤロイドワールド-イービル帝国の野望-,5,3,RPG,"￥4,300","￥4,500代",0,,,,,,,,
2001-12-07,ナムコ,ナムコミュージアム,6,2,ETC,"￥3,800","￥4,000代",0,,,,,,,,
2001-12-07,任天堂,マジカルバケーション,3,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-12-07,テクモ,モンスターファームアドバンス,1,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2001-12-07,ハンズオン,ワールドアドバンスサッカー～勝利への道～,5,3,SPT,"￥5,200","￥5,000代",0,,,,,,,,
2001-12-07,ビクター,学校をつくろう！！アドバンス,5,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2001-12-07,メディアカイト,大戦略FORゲームボーイアドバンス,3,3,SLG,"￥4,980","￥5,000代",0,,,,,,,,
2001-12-13,セガ,コラムスクラウン,5,3,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2001-12-13,コナミ,実況ワールドサッカーポケット,5,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2001-12-13,ホリ,大麻雀。,5,2,TBL,"￥3,800","￥4,000代",0,,,,,,,,
2001-12-14,サクセス,SK8TonyHawk'sPROSKATER2,5,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2001-12-14,ビクター,サンサーラナーガ1×2,5,3,RPG,"￥4,980","￥5,000代",0,,,,,,,,
2001-12-14,任天堂,スーパーマリオアドバンス2,5,2,ACT,"￥4,800","￥5,000代",82,,手塚卓志,中郷俊彦,日野重文,近藤浩治,,山内溥|宮本茂,
2001-12-14,カプコン,バトルネットワークロックマンエグゼ2,1,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-12-14,サンソフト,上海アドバンス,5,2,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2001-12-20,コナミ,ESPNWinterXGamesSnowboarding2002,5,2,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2001-12-20,コナミ,エキサイティングバス,5,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2001-12-20,セガ,ソニックアドバンス,3,3,ACT,"￥5,800","￥6,000代",0,,,,,,,,
2001-12-20,エニックス,ドラゴンクエストキャラクターズトルネコの大冒険2アドバンス不思議のダンジョン,3,3,RPG,"￥5,980","￥6,000代",0,,,,鳥山明,すぎやまこういち,,中村光一,
2001-12-20,コナミ,遊戯王デュエルモンスターズ6エキスパート2,1,4,CARD,"￥5,800","￥6,000代",0,,,,,,,,
2001-12-20,コナミ,烈火の炎-THEGAME-,1,3,ACT,"￥5,800","￥6,000代",0,,,,,,,,
2001-12-21,トミー,MUTSUウォータールーパームツ,1,2,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2001-12-21,メディアリング,WizardrySUMMONER(ウィザードリィサマ),1,2,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2001-12-21,カルチャーブレーン,スウィートクッキーパイ,5,2,TBL,"￥4,980","￥5,000代",0,,,,,,,,
2001-12-21,タイトー,スーパーパズルバブルアドバンス,6,2,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2001-12-21,ユービーアイソフト,ドナルドダックアドバンス,6,3,ACT,"￥5,300","￥5,500代",0,,,,,,,,
2001-12-21,コナミ,ピンキーモンキータウン,5,2,ETC,"￥5,800","￥6,000代",0,,,,,,,,
2001-12-21,カプコン,ブレスオブファイアⅡ～使命の子～,1,2,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-12-21,エポック社,機動天使エンジェリックレイヤーみさきと夢の天使達,5,3,RPG,"￥5,500","￥5,500代",0,,,,小森高博|石垣純哉,田中公平,大河内一楼|稲荷昭彦|吉田玲子|吉永亜矢|錦織博|葉月九ロウ,,
2001-12-21,ナムコ,鉄拳アドバンス,5,3,ACT,"￥5,300","￥5,500代",0,,,,,,,,
2001-12-28,日本テレネット,SLOT！PROアドバンス宝船＆大江戸桜吹雪2,5,3,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2001-12-28,カプコン,グランボ,1,3,RPG,"￥5,300","￥5,500代",0,,,,,,,,
2002-01-01,マーベラス,THEKINGOFFIGHTERSEXNEOBLOOD,5,4,ACT,"￥5,800","￥6,000代",0,,,,,,,,
2002-01-11,ナムコ,パックマンコレクション,6,2,PZL,"￥3,800","￥4,000代",0,,,,,,,,
2002-01-17,コナミ,グラディウスジェネレーション,5,2,SHT,"￥5,800","￥6,000代",0,,,,,,,,
2002-01-17,エニックス,スナップキッズ,1,4,RPG,"￥5,980","￥6,000代",0,,,,,,,,
2002-01-24,グローバル,幽霊屋敷の二十四時間,5,2,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2002-01-25,サミー,GUILTYGEARXADVANCEEDITION,3,3,ACT,"￥5,800","￥6,000代",0,,,,,,,,
2002-01-25,任天堂,トマトアドベンチャー,5,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2002-01-31,コナミ,アニマルマニアどきどき相性チェック,1,2,ETC,"￥5,800","￥6,000代",0,,,,,,,,
2002-01-31,コナミ,ハイパースポーツ2002WINTER,5,2,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2002-01-31,ＥＡスクウェア,ハリー・ポッターと賢者の石,5,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2002-02-07,ハドソン,ボンバーマンマックス2ボンバーマンバージョン,5,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-02-07,ハドソン,ボンバーマンマックス2マックスバージョン,5,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-02-08,カプコン,BLACKBLACK～ブラブラ～,1,3,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2002-02-14,コナミ,WTAツアーテニスポケット,5,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2002-02-14,コナミ,メールでキュート,3,3,ADV,"￥5,800","￥6,000代",0,,,,,,,,
2002-02-21,コナミ,キャプテン翼栄光の軌跡,1,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2002-02-21,任天堂,どーもくんの不思議テレビ,1,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-02-28,コナミ,Jリーグポケット2,1,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2002-02-28,コナミ,ゴエモンニューエイジ出動！,5,2,ACT,"￥5,800","￥6,000代",0,,,,,,,,
2002-03-01,トミー,モンスターズ・インク,6,2,ACT,"￥4,800","￥5,000代",0,,,,,ランディ・ニューマン,ダン・ガーソン|アンドリュー・スタントン,,
2002-03-08,任天堂,コロコロパズルハッピィパネッチュ！,5,2,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2002-03-08,コーエー,ふしぎの国のアンジェリーク,1,2,ETC,"￥5,800","￥6,000代",0,,,,,,,,
2002-03-08,タイトー,沈黙の移籍～エストポリス外伝～,1,3,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2002-03-14,コナミ,K-1ポケットグランプリ,5,2,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2002-03-15,ビクター,川のぬし釣り5～不思議の森から～,5,2,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2002-03-20,コナミ,GROOVEADVENTURERAVE～光と闇の大決戦～,1,3,ACT,"￥5,800","￥6,000代",0,,,,松島晃,川井憲次,岸間信明|十川誠志|隅沢克之|時村尚|吉岡たかを,,
2002-03-20,コナミ,パワプロクンポケット4,1,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2002-03-21,コーエー,アンジェリーク,5,2,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2002-03-22,エム・ティー･オー,なかよしペットアドバンスシリーズ(2)かわいい仔犬,5,2,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2002-03-22,サミー,実戦パチスロ必勝法！獣王アドバンス,3,2,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2002-03-28,セガ,シャイニング・ソウル,3,3,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2002-03-28,コナミ,一石八鳥～これ1本で8種類！～,1,2,TBL,"￥5,800","￥6,000代",0,,,,,,,,
2002-03-28,コナミ,神の記述ILLUSIONOFTHEEVILEYES,1,2,CARD,"￥5,800","￥6,000代",0,,,,,,,,
2002-03-28,フウキ,妖怪道,5,3,RPG,"￥4,800","￥5,000代",0,,,デビル中村,水野一実|ナナチャン大石|木元昌洋|小森谷勇一郎|サラバジャ南|ホルスタイン安斎|カータン榊原,川田宏行,,,
2002-03-29,エポック社,カエルBバック,1,3,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2002-03-29,エポック社,ドラえもんどこでもウォーカー,5,3,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2002-03-29,ジョルダン,ハムスター倶楽部3,1,3,SLG,"￥5,800","￥6,000代",0,,,,,,,,
2002-03-29,任天堂,ファイアーエムブレム封印の剣,1,3,RPG,"￥4,800","￥5,000代",0,,,,金田榮路(キャラクターデザイン),,堀川将之|前田耕平(シナリオサポート),,
2002-03-29,コーエー,マジカル封神,3,3,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2002-03-29,トミー,新日本プロレス闘魂烈伝アドバンス,1,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2002-04-01,小学館,ミニモニ。ミカのハッピーモーニングchatty,1,3,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2002-04-11,グローバル,デンキブロックス！,5,2,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2002-04-12,メディアリング,LUNAR～LEGEND～(ルナ～レジェンド～),1,3,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2002-04-18,カプコン,ひつじのキモチ。,5,2,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2002-04-18,タカラ,人生ゲームアドバンス,1,2,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2002-04-19,トミー,黒ひげのくるっとジンドリ,3,2,PZL,"￥4,800","￥5,000代",0,,,,,,,,
2002-04-19,トミー,黒ひげのゴルフしようよ,3,3,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2002-04-19,エム・ティー･オー,大好きテディ,1,3,ADV,"￥5,480","￥5,500代",0,,,,,,,,
2002-04-25,コナミ,ウイ・イレ,5,3,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2002-04-25,コナミ,テニスの王子様ジーニアス・ボーイズ・アカデミー,3,3,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2002-04-26,日本テレネット,SLOT！PRO2アドバンス～GOGOジャグラー＆Newタイリョウ～,5,2,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2002-04-26,エム・ティー･オー,アドバンスGT2,5,3,RCG,"￥4,800","￥5,000代",0,,,,,,,,
2002-04-26,アルファ・ユニット,おしゃべりインコ倶楽部,3,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2002-04-26,サクセス,スパイダーマンミステリオの脅威,5,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-04-26,サクセス,テトリスワールド,6,2,PZL,"￥3,980","￥4,000代",0,,,,,,,,
2002-04-26,ビクター,ぷくぷく天然かいらんばん,5,2,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2002-04-26,カプコン,ロックマンゼロ,1,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-04-26,スマイルソフト,携帯電獣テレファング2スピード,1,3,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2002-04-26,スマイルソフト,携帯電獣テレファング2パワー,1,3,RPG,"￥5,800","￥6,000代",0,,,,,,,,
2002-04-26,サミー,頭文字DAnotherStage,1,3,ADV,"￥5,800","￥6,000代",0,,,,,,,,
2002-04-26,加賀テック,日本プロ麻雀連盟公認徹萬アドバンス～免許皆伝シリーズ～,5,3,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2002-05-02,コナミ,コナミアーケードゲームコレクション,6,2,ETC,"￥4,800","￥5,000代",0,,,,,,,豊田稔,
2002-05-02,スパイク,フォーメーションサッカー2002,1,2,SPT,"￥5,800","￥6,000代",0,,,,,,,,
2002-05-02,コナミ,モトクロスマニアックスADVANCE,5,2,RCG,"￥4,800","￥5,000代",0,,,,,,今野敏,,
2002-05-24,カルチャーブレーン,おしゃれプリンセス,5,2,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2002-05-31,ユービーアイソフト,トータルサッカーアドバンス,5,2,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2002-05-31,任天堂,とっとこハム太郎3ラブラブ大冒険でちゅ,1,3,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2002-06-06,コナミ,キャッスルヴァニア白夜の協奏曲,1,3,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2002-06-14,ナムコ,ファミリーテニスアドバンス,5,2,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2002-06-21,ナウプロダクション,ガチンコプロ野球,1,3,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2002-06-27,インフォグラムジャパン,V-RALLY3,5,2,RCG,"￥4,800","￥5,000代",0,,,,,,,,
2002-06-27,グローバル,花札トランプ麻雀デパチカ和洋中,5,2,TBL,"￥3,980","￥4,000代",0,,,,,,,,
2002-06-27,ハドソン,爆転シュートベイブレード2002いくぜ！激闘！超磁力バトル,1,3,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2002-06-28,シャルラク,Natural2-DUO-,3,3,ADV,"￥4,800","￥5,000代",0,,,,,あり,,,
2002-06-28,チュンソフト,かまいたちの夜～ADVANCE～,3,4,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2002-06-28,ＰＣＣＷＪ,かわいいペットショップ物語3,5,2,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2002-06-28,ナムコ,ファミスタアドバンス,5,2,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2002-06-28,任天堂,黄金の太陽失われし時代,3,4,RPG,"￥4,800","￥5,000代",0,,,,,,,,
