発売日,メーカー,タイトル,⭐クロスレビュー(評価),容量(bit),ジャンル,価格,価格帯,カウント,メモリ(S-RAM)(Kbit),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1994-09-20,アテナ,描いて・作って・遊べるデザエモン,-,2,ETC,"￥12,900","￥13,000代",0,1024,,,,,,,,
1994-09-21,任天堂,カービィボウル,-,6,ACT,"￥7,900","￥8,000代",0,64,,齋藤崇,阿部哲也|郡司照幸|乙黒誠二|高橋芳美|金井誠|三津原敏|中島圭,菱田達也|高橋伸也|橋口茂|橋倉正|三浦和弥,安藤浩和,,山内溥|宮本茂|清水隆雄,
1994-09-22,タカラ,サムライスピリッツ,-,10,ACT,"￥10,900","￥11,000代",0,0,,,,,,,,
1994-09-22,ナムコ,リブルラブル,-,2,ACT,"￥6,300","￥6,500代",0,0,,,黒須一雄,岩谷徹|佐藤誠市,大野木宜幸|小沢純子,,岩谷徹,
1994-09-22,バリエ,中嶋悟監修F-1HERO'94,-,4,RCG,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-09-22,アスキー,ウィザップ!暗黒の王,-,7,RPG,"￥9,900","￥10,000代",0,64,,,,,,,,
1994-09-22,キングレコード,ラリー・ニクソン・スーパー・バスフィッシング,-,6,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-09-22,ヒューマン,スーパーフォーメーションサッカー'94ワールドカップファイナルデータ,-,4,SPT,"￥9,800","￥10,000代",0,256,,,,,,,,
1994-09-22,イマジニア,本家花札,-,4,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-09-23,バンプレスト,ゴーストチェイサー電精,-,7,ACT,"￥9,800","￥10,000代",0,0,,,大矢晋一,山岸望|坂木和史,山根昇,,川島利文,
1994-09-23,光栄,アンジェリーク,-,7,SLG,"￥9,800","￥10,000代",0,16,,,,,,,,
1994-09-23,スターフィッシュデータ,スーパーブラックバス2,-,7,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-09-23,ビック東海,TOKORO'Sマージャン,-,4,TBL,"￥9,500","￥9,500代",0,0,,,,,,,,
1994-09-23,四次元,麻雀戦国物語,-,4,TBL,"￥9,300","￥9,500代",0,64,,,,,,,,
1994-09-29,バンダイ,ドラゴンボールZ超武闘伝3,-,7,ACT,"￥9,800","￥10,000代",90,0,,,TNK|MOTOR-OM|まるこぱぱ,SOBA|ぬーぴー|J DESIGNS|ポチっと犬じろう|NAKANOKUN|ひでさん,山本健司|AMAYANG|CHATRASCH|SWITCH.E,,磯貝健夫,
1994-09-30,アクレイムジャパン,クラッシュ・ダミー,-,4,ACT,"￥8,900","￥9,000代",0,0,,,,,,,,
1994-09-30,アクレイムジャパン,バーチャルバート,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-09-30,イマジニア,競馬エイトスペシャル2,-,4,ETC,"￥9,980","￥10,000代",0,64,,,,,,,,
1994-09-30,コナミ,タイニー・トゥーンアドベンチャーズ～ドタバタ大運動会～,-,4,ETC,"￥9,000","￥9,000代",0,0,,,,,,,,
1994-09-30,日本コンピュータシステム,バイク大好き!走り屋魂,-,2,RCG,"￥9,600","￥9,500代",0,16,,,,,,,,
1994-09-30,ヒューマン,ヒューマングランプリ3F1トリプルバトル,-,7,RCG,"￥10,500","￥10,500代",0,64,,,,,,,,
1994-09-30,アスキー,ダウン・ザ・ワールド,-,7,RPG,"￥9,800","￥10,000代",0,64,,かわのひろみつ,かわのひろみつ|すずきひさし|いのうえたくみ|たかとりみつはる|なかやませいじ|わたなべたくや,杉山一郎|なかやませいじ|松下進,ジェフ・ファイファー|ロブ・ファイファー,康珍化,浜村弘一|金田剛|吉田穂積,
1994-09-30,ジャレコ,天龍源一郎のプロレスレヴォリューション,-,7,SPT,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-09-30,DEN'Z,バークレーのパワーダンク,-,6,SPT,"￥9,200","￥9,000代",0,0,,,,,,,,
1994-09-30,光栄,麻雀大会Ⅱ,-,4,TBL,"￥9,800","￥10,000代",0,64,,,,,,,シブサワ・コウ,
1994-10-07,セタ,ノスフェラトゥ,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-10-07,ソフエル,MR.NUTZ,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1994-10-07,アスミック,シヴィライゼーション世界七大文明,-,6,SLG,"￥12,800","￥13,000代",0,256,,,,,,,,
1994-10-14,アトラス,豪血寺一族,-,9,ACT,"￥10,500","￥10,500代",0,0,,,,,,,,
1994-10-14,DEN'Z,UFO仮面ヤキソバンケストラーの黒い陰謀,-,4,ACT,"￥5,890","￥6,000代",0,0,,,,,,,,
1994-10-15,POW,パチンコファン勝利宣言,-,4,TBL,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-10-16,ナツメ,下野正希のFishingToBassing,-,4,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-10-19,魔法,はらぺこバッカ,-,1,PZL,"￥4,980","￥5,000代",0,0,,,,,,,,
1994-10-21,カプコン,デモンズ・ブレイゾン魔界村紋章編,-,7,ACT,"￥9,800","￥10,000代",0,0,,宮崎亮,,岩尾賢一,堀山俊彦,,藤原得郎,
1994-10-21,ケムコ,キッドクラウンのクレイジーチェイス,-,4,ACT,"￥8,800","￥9,000代",0,0,,,しんどうこういち|かねゆききくお|まつおやすあき|T.MASUMURA,佐々木晃,ふるたしんいち|古田瑶子|折重由美子|ムジカ・プレスト,寺田憲史,,
1994-10-21,ナムコ,スーパーファミリーサーキット,-,4,RCG,"￥8,800","￥9,000代",0,64,,,,,,,,
1994-10-21,データイースト,ヘラクレスの栄光IV神々からの贈り物,-,7,RPG,"￥9,900","￥10,000代",0,64,,,,,,,,
1994-10-21,テクノスジャパン,船木誠勝HYBRIDWRESTLER闘技伝承,-,7,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-10-21,トンキンハウス,スーパーラグビー,-,4,SPT,"￥9,000","￥9,000代",0,64,,,,,,,,
1994-10-21,サンソフト,必殺パチンココレクション,-,4,TBL,"￥9,800","￥10,000代",0,64,,,,,ナオト・インティライミ(作詞・作曲),,,
1994-10-21,ナグザット,本格麻雀徹萬Ⅱ,-,2,TBL,"￥8,900","￥9,000代",0,16,,,,,,,,
1994-10-28,アルトロン,化学者ハリーの波乱万丈,-,2,ACT,"￥8,900","￥9,000代",0,0,,,,,,,,
1994-10-28,サンソフト,少年忍者サスケ,-,6,ACT,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-10-28,BPS,爆投ドッチャーズバンプス島は大さわぎ,-,4,ACT,"￥8,500","￥8,500代",0,0,,,,,,,,
1994-10-28,ココナッツジャパンエンターテイメント,スーパーカジノ2,-,2,ETC,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-10-28,イマジニアズーム,ドラッキーのパズルツアー'94,-,2,PZL,"￥8,200","￥8,000代",0,0,,,,,,,,
1994-10-28,アトラス,真・女神転生if…,-,7,RPG,"￥9,990","￥10,000代",0,64,,岡田耕始,佐藤雅実|迎一彌|金田直美|矢部直也,伊藤龍太郎|藤岡一樹|礒貝正吾|藤木真一|細野雄士|橋野桂|金子一馬|佐藤佐和子|村上哲也|岩崎智美|片岡いずみ|池永美奈子|野口暁,増子司,,横山秀幸,
1994-10-28,日本クラリービジネス,イルバニアンの城,-,7,SLG,"￥9,980","￥10,000代",0,64,,,,,,,,
1994-10-28,やのまん,フェーダ(FEDA)エンブレムオブジャスティス,-,8,SLG,"￥9,990","￥10,000代",0,64,,,,,,,,
1994-10-28,テクモ,テクモスーパーベースボール,-,6,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-10-28,パック・イン・ビデオ,マルチプレイバレーボール,-,4,SPT,"￥8,900","￥9,000代",0,0,,,,,,,,
1994-10-28,ユタカ,DEARBOYS,-,6,SPT,"￥9,800","￥10,000代",0,64,,,,加野晃,井上日徳,八神ひろき,,
1994-10-28,ケイエスエス,卒業番外篇ねぇ麻雀しよ!,-,4,TBL,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-10-28,タイトー,本格派囲碁碁聖,-,4,TBL,"￥14,800","￥15,000代",0,64,,,,,,,,
1994-10-28,日本テレネット,SANKYOFever!フィーバー!,-,4,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-11-11,アクレイムジャパン,モータルコンバットⅡ究極神拳,-,9,ACT,"￥11,800","￥12,000代",0,0,,,,,,,,
1994-11-11,カプコン,ミッキーとミニーマジカルアドベンチャー2,-,7,ACT,"￥9,500","￥9,500代",0,0,,,篠原雅嗣,,友澤眞,,ノア・ダッドレー|ゲーリー・グレイパー,
1994-11-11,ジャレコ,ファイヤー・ファイティング,-,4,ACT,"￥9,890","￥10,000代",0,0,,,大原健志|秋山望,松田信|前川恵一|さとうひろき,緒方貴宏,,,
1994-11-11,バンダイ,ゴン,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1994-11-11,コナミ,実況ワールドサッカーPERFECTELEVEN,-,7,SPT,"￥9,980","￥10,000代",0,64,,,,,,,,
1994-11-18,ハドソン,鋼HAGANE,-,7,ACT,"￥9,500","￥9,500代",0,0,,,,,,,,
1994-11-18,バンダイ,パニックインなかよしワールド,-,2,ACT,"￥6,800","￥7,000代",0,0,,,,,,,,
1994-11-18,四次元,花の慶次-雲のかなたに-,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-11-18,ココナッツジャパンエンターテイメント,中野浩一監修競輪王,-,2,ETC,"￥9,980","￥10,000代",0,64,,,,,,,,
1994-11-18,コナミ,ツヨシしっかりしなさい対戦ぱずるだま,-,4,PZL,"￥8,500","￥8,500代",0,0,,,,,,,,
1994-11-18,アトラス,GP-1RS(ラピッドストリーム),-,6,RCG,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-11-18,アスク講談社,マグナブラバン遍歴の勇者,-,6,RPG,"￥9,800","￥10,000代",0,64,,水足淳一,すずきよういち,杉浦俊朗|村瀬修功,佐藤天平,高山克彦,小山秀一,
1994-11-18,ポニーキャニオン,ウルティマⅦザ・ブラックゲート,-,4,RPG,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-11-18,ナムコ,ミリティア,-,6,SLG,"￥8,800","￥9,000代",0,0,,,中村隆徳,,柴野浩美,大場惑,,
1994-11-18,ヒューマン,ドリームバスケットボールDUNK＆HOOP,-,6,SPT,"￥9,600","￥9,500代",0,0,,,,,,,,
1994-11-18,ソフエル,モンスターメーカーキッズ王様になりたい,-,4,TBL,"￥9,200","￥9,000代",0,64,,,,,,,,
1994-11-18,日本物産,スーパー五目・将棋定跡研究篇,-,4,TBL,"￥9,500","￥9,500代",0,64,,,,,,,,
1994-11-18,バップ,パチンコ(秘)必勝法,-,4,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-11-18,バリエ,遊人雀獣学園2,-,7,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-11-25,チュンソフト,かまいたちの夜,30,9,ADV,"￥10,800","￥11,000代",70,64,,麻野一哉,斉藤昌快|二位真裕|山田信洋|小川一美|中島康雄|大森田不可止,小泉冬彦|落合信也|佐々木真治|佐藤圭子|長谷川薫|原田久美子,加藤恒太|中嶋康二郎,我孫子武丸,中村光一,
1994-11-25,トミー,なるほど!ザ・ワールド,-,6,ETC,"￥9,500","￥9,500代",0,0,,,,,,,王東順,
1994-11-25,ビクターエンタテインメント,ノンタンといっしょくるくるぱずる,-,2,PZL,"￥7,800","￥8,000代",0,0,,,,,,,,
1994-11-25,コナミ,極上パロディウス,-,7,SHT,"￥9,800","￥10,000代",0,0,,,徳田典|もりとめやすゆき,Shuzilow.HA|あさりよしとお,深見誠一|宮脇聡子|妹尾和浩,,,
1994-11-25,ジャレコ,武田修宏のスーパーリーグサッカー,-,4,SPT,"￥9,800","￥10,000代",0,16,,,,,,,,
1994-11-25,バンプレスト,バトルサッカー2,-,6,SPT,"￥8,800","￥9,000代",0,0,,,,,,,,
1994-11-25,四次元,全国高校サッカー,-,4,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-11-25,アイマックス,スーパー麻雀3辛口,-,4,TBL,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-11-25,ココナッツジャパンエンターテイメント,元祖パチスロ日本一,-,4,TBL,"￥9,980","￥10,000代",0,0,,,,,,,,
1994-11-25,タイトー,大爆笑人生劇場大江戸日記,-,4,TBL,"￥9,000","￥9,000代",0,0,,西角友宏,たじませいいち|いとうわりゅー|みずの,くろさわきょうこ|さかべゆかり|東京省,わたなべよしお|草津きよし,,,
1994-11-25,ヒューマン,ただいま勇者募集中おかわり,-,7,TBL,"￥9,900","￥10,000代",0,64,,,,,,,,
1994-11-26,任天堂,スーパードンキーコング,31,10,ACT,"￥9,800","￥10,000代",300,16,,ティム・スタンパー,クリス・サザーランド|ブレンダン・ガン,グレッグ・メイレス|スティーヴ・メイルズ|ケヴィン・ベイリス|マーク・スティーヴンソン,デヴィッド・ワイズ|イーブリン・フィッシャー|ロビン・ビーンランド,,,
1994-12-02,イマジニア,制服伝説プリティファイター,-,7,ACT,"￥9,980","￥10,000代",0,0,,大須賀篤,荻原務,黒田愛美|中村鉄嗣,森彰彦,,飯田祥一,
1994-12-02,UBIソフト,ストリートレーサー,-,4,RCG,"￥9,200","￥9,000代",0,0,,,,,,,,
1994-12-02,カプコン,ブレスオブファイアⅡ使命の子,-,8,RPG,"￥9,980","￥10,000代",0,64,,,,,,,,
1994-12-02,テイチク,ザ・ラストバトル,-,7,RPG,"￥9,800","￥10,000代",0,64,,山口健司,富沢賢一,木村初|土居孝幸,岡本智郎,木村初|石川雅之|長崎剛志,高野泰博,
1994-12-02,やのまん,アレサⅡ(ARETHA2)アリエルの不思議な旅,-,7,RPG,"￥9,900","￥10,000代",0,64,,,,,,,,
1994-12-02,アスミック,ドカポン3・2・1嵐を呼ぶ友情,-,6,TBL,"￥9,600","￥9,500代",0,64,,,,,,,,
1994-12-09,ヴァージンゲーム,ライオン・キング,-,9,ACT,"￥9,980","￥10,000代",0,0,,,,,ハンス・ジマー,なし,,
1994-12-09,東宝,ゴジラ怪獣大決戦,-,9,ACT,"￥9,980","￥10,000代",0,0,,森永由美子,ひげぴん|宮崎和久|中村巧,吉良かつや|ひげぴん|横沼公理|横沼公理|永田竜也|梅田健志|有吉陽平,森永由美子|安田拓也|吉川雄二,,角田純一|竹野雅人,
1994-12-09,エニックス,ワンダープロジェクトJ機械の少年ピーノ,-,9,ADV,"￥11,800","￥12,000代",0,64,,米田喬,山彦寛子|返町孝|塩谷博光,米田喬|川元利弘,森彰彦,米田喬,藤本広貴,
1994-12-09,タカラ,牌砦,-,4,PZL,"￥8,800","￥9,000代",0,0,,,,,,,,
1994-12-09,イマジニア,バトルクロス,-,4,RCG,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-12-09,パック・イン・ビデオ,ヴォルテックス,-,2,SHT,"￥9,900","￥10,000代",0,512,,,,,,,,
1994-12-09,光栄,三國志Ⅳ,-,9,SLG,"￥14,800","￥15,000代",0,256,,,,,長生淳|久保田邦夫,,シブサワ・コウ,
1994-12-09,テクモ,キャプテン翼V覇者の称号カンピオーネ,-,7,SPT,"￥9,980","￥10,000代",0,64,,,,,,,,
1994-12-09,テクノスジャパン,すごろクエスト++-ダイスニクス-,-,7,TBL,"￥9,900","￥10,000代",0,64,,,高橋満,scirocco,澤和雄,,白戸政男,
1994-12-09,ハドソン,スーパー桃太郎電鉄Ⅲ,-,4,TBL,"￥9,500","￥9,500代",0,64,,さくまあきら|友野信彦|浅野耕一郎,楊裕治|中谷伸司|駒井一夫,土居孝幸,関口和之,,浦敏治,
1994-12-16,エポック社,ドラえもん3のび太と時の宝玉,-,6,ACT,"￥9,500","￥9,500代",0,0,,葭原智|桑原悟,中川徹|しらいはじめ|うらぐちひろき,安部淳也|宍倉典幸|今入昭治|ちわたみちよ|ほんだみちひろ,濱田智之,田島大輔,沓掛隆志,
1994-12-16,エンジェル,美少女戦士セーラームーンS場外乱闘!?主役争奪戦,-,8,ACT,"￥9,980","￥10,000代",0,0,,,,,,,,
1994-12-16,カプコン,ロックマンX2,-,6,ACT,"￥9,800","￥10,000代",0,0,,,,つげしょう|津田祥寿|稲船敬二|加治勇人,岩井由紀,,藤原得郎,
1994-12-16,コナミ,がんばれゴエモン3獅子重禄兵衛のからくり卍固め,32,7,ACT,"￥9,800","￥10,000代",0,64,,蛭子悦延,蛭子悦延|山口誠|丸山修,小川公一|ゴエ3制作委員会|小川公一|堀江浩司|山内円,上原和彦|森本ゆきえ|高橋紀子,小川公一|ゴエ3制作委員会,梅崎重治,
1994-12-16,トミー,ミッキーの東京ディズニーランド大冒険,-,6,ACT,"￥9,800","￥10,000代",0,0,,,,,益子重徳|鈴木陽子|桐岡麻季,,,
1994-12-16,ナムコ,ワギャンパラダイス,30,6,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1994-12-16,アイマックス,どっすん!岩石バトル,-,4,PZL,"￥8,800","￥9,000代",0,0,,,,,,,,
1994-12-16,BPS,スーパーテトリス3,-,4,PZL,"￥8,500","￥8,500代",0,16,,小栗真一|松中太郎,おおたのぶかず,原典史|高取雅好|かつのかずとく,後藤重満,,しいなあきら,
1994-12-16,四次元,スーパースネーキー,-,2,PZL,"￥7,800","￥8,000代",0,0,,,,,,,,
1994-12-16,アクレイムジャパン,ナイジェルマンセル・インディカー,-,4,RCG,"￥10,900","￥11,000代",0,0,,,,,,,,
1994-12-16,ココナッツジャパンエンターテイメント,FULLPOWER,-,7,RCG,"￥11,000","￥11,000代",0,0,,,,,,,,
1994-12-16,EAV,海釣り名人～スズキ編～,-,4,SPT,"￥9,800","￥10,000代",0,16,,,,,,,,
1994-12-16,EAV,NBALIVE'95,-,6,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-12-16,イマジニア,スーパーレッスルエンジェルス,-,6,SPT,"￥9,980","￥10,000代",0,64,,,,,なし,,,
1994-12-16,ケイエスエス,蒼き伝説シュート!,-,6,SPT,"￥10,800","￥11,000代",0,64,,西尾大介,,荒木伸吾|姫野美智|秋山由樹子,Command S.inc,大島司,,
1994-12-16,ナグザット,スーパーフィッシングビッグファイト,-,6,SPT,"￥9,800","￥10,000代",0,16,,,,,,,,
1994-12-16,パック・イン・ビデオ,スキーパラダイスWITHスノーボード,-,4,SPT,"￥8,900","￥9,000代",0,0,,,,,,,,
1994-12-16,アスク講談社,ビッグ一撃!パチスロ大攻略,-,2,TBL,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-12-16,ココナッツジャパンエンターテイメント,花札王,-,2,TBL,"￥8,980","￥9,000代",0,0,,,,,,,,
1994-12-16,日本物産,祇園花,-,4,TBL,"￥7,980","￥8,000代",0,0,,,,,,,,
1994-12-16,POW,必勝!パチスロファン,-,4,TBL,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-12-16,ボトムアップ,スーパー詰将棋1000,-,2,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-12-17,バンプレスト,ザ・グレイトバトルⅣ,-,6,ACT,"￥9,600","￥9,500代",0,0,,,,,,,,
1994-12-20,テクモ,テクモスーパーボウルⅡSPECIALEDITION,-,7,SPT,"￥9,980","￥10,000代",0,256,,,,,,,,
1994-12-21,ザウルス,龍虎の拳2,-,10,ACT,"￥10,900","￥11,000代",0,0,,,,,,,,
1994-12-21,ツクダオリジナル,岡本綾子とマッチプレイゴルフコ･オリナゴルフクラブINハワイ,-,4,SPT,"￥9,700","￥9,500代",0,64,,,,,,,,
1994-12-22,ケムコ,アニマル武乱伝ブルータル,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-12-22,T＆Eソフト,ライズオブザロボッツ,-,10,ACT,"￥10,900","￥11,000代",0,0,,,,,,,,
1994-12-22,東宝,ポコニャン!へんぽこりんアドベンチャー,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1994-12-22,ヴァージンゲーム,バトルジョッキー,-,4,ETC,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-12-22,サンソフト,はしれへべれけ,-,5,RCG,"￥9,500","￥9,500代",0,16,,,,,,,,
1994-12-22,ハドソン,大貝獣物語,-,9,RPG,"￥10,900","￥11,000代",0,64,,藤原茂樹,若林哲也,中田伸一|及川英紀|桑原司|野中俊也|多田知美,六土開正,原裕朗|野中俊也,藤原茂樹,
1994-12-22,バンダイ,覇王大系リューナイトトロード･オブ･パラディン,-,6,RPG,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-12-22,サンソフト,アルバートオデッセイ2邪神の胎動,-,7,SLG,"￥9,980","￥10,000代",0,64,,,,,,,,
1994-12-22,ナムコ,幽☆遊☆白書特別篇,-,7,SLG,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-12-22,日本コンピュータシステム,パワーオブザハイアード,-,6,SLG,"￥9,800","￥10,000代",0,64,,,松沢高広,百瀬成寿|藤岡勝利|長谷川努,天現寺広尾|窪寺義明|藤岡央|曳地正則|遠藤智博,,薮崎久也,
1994-12-22,ビクターエンタテインメント,スーパー・キャッスルズ,-,4,SLG,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-12-22,イマジニア,サンスポフィッシング渓流王,-,5,SPT,"￥9,980","￥10,000代",0,16,,,,,,,,
1994-12-22,カルチャーブレーン,ウルトラベースボール実名版2,-,4,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-12-22,ヒューマン,スーパーファイヤープロレスリングスペシャル,-,10,SPT,"￥11,500","￥11,500代",0,64,,,,,,,,
1994-12-22,ヴァージンゲーム,本格将棋風雲児龍王,-,4,TBL,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-12-22,エンジェル,横山光輝三国志盤戯スゴロク英雄記,-,6,TBL,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-12-22,ココナッツジャパンエンターテイメント,元祖パチンコ王,-,4,TBL,"￥9,980","￥10,000代",0,0,,,,,,,,
1994-12-22,ヘクト,麻雀倶楽部,-,1,TBL,"￥4,980","￥5,000代",0,0,,,,,,,,
1994-12-23,TNN,海腹川背,-,4,ACT,"￥9,800","￥10,000代",0,16,,酒井潔,酒井潔,近藤敏信,中野雅仁|本山淳弘|立川伸治,,樋口秀夫|酒井悦夫|外崎希世至,
1994-12-23,バンプレスト,GOGOACKMAN,-,5,ACT,"￥9,000","￥9,000代",0,0,,,,,,,,
1994-12-23,ジャレコ,JWP女子プロレスピュア・レッスル・クイーンズ,-,7,SPT,"￥9,800","￥10,000代",0,0,,,,,,,,
1994-12-23,ジャレコ,スーパー燃えろ!!プロ野球,-,6,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1994-12-23,日本物産,パチスロ勝負師(ギャンブラー),-,4,TBL,"￥8,980","￥9,000代",0,16,,,,,,,,
1994-12-27,エポック社,ルパン三世伝説の秘宝を追え!,-,6,ACT,"￥9,800","￥10,000代",0,0,,沢田幸一|桑原悟|菅原和昭,梅木元博|伊藤伸|日向圭一|阿曽政昭|今井敏彦|池田慎一|佐藤久志|今井裕行,大塚康生,小川寿夫,,沓掛隆志,
1994-12-27,バンダイ,機動武闘伝Gガンダム,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,逢坂浩司|島本和彦(協力)|大河原邦男|カトキハジメ|山根公利,田中公平,矢立肇|富野由悠季|(『機動戦士ガンダム』より),,
1994-12-29,アイマックス,デュアルオーブⅡ,-,9,RPG,"￥10,800","￥11,000代",0,64,,,,,,北角浩一,宗清紀之,
1994-12-30,J・ウイング,スーパーヅガン2ツカンポファイター,-,6,TBL,"￥9,980","￥10,000代",0,0,,,,,,,,
1995-01-01,カタパルト,XBAND,-,7,ETC,"￥6,800","￥7,000代",0,512,,,,,,,,
1995-01-03,カプコン,X-MEN,-,7,ACT,"￥9,980","￥10,000代",0,0,,,,,,,,
1995-01-03,カプコン,ボンカーズ-ハリウッド大作戦!,-,4,ACT,"￥8,500","￥8,500代",0,0,,,,,マーク・ワターズ,グレッグ・ワイズマン,,
1995-01-03,カルチャーブレーン,スーパーチャイニーズファイター,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-01-03,ナムコ,パックインタイム,-,4,ACT,"￥7,900","￥8,000代",0,0,,オリビエ・ゴゲル,アラン・ギュイ,シリル・フォンテーヌ|フランソワ・リマッソン,フレデリック・モット,,ティエリー・ロビン,
1995-01-03,ハドソン,高橋名人の大冒険島Ⅱ,-,6,ACT,"￥9,500","￥9,500代",0,64,,,,,,,,
1995-01-03,マジファクト,YOGIBEAR,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1995-01-13,タイトー,パズルボブル,-,2,PZL,"￥6,800","￥7,000代",0,0,,,津森康男,中久木成一|木下一洋|木下一洋|こまいりょうた|神谷美和,海野和子|山田靖子,,,
1995-01-13,イマジニア,ギャラクシーウォーズ,-,1,SHT,"￥5,980","￥6,000代",0,0,,,,,,,,
1995-01-13,ヒューマン,わくわくスキーわんだあシュプール,-,4,SPT,"￥9,600","￥9,500代",0,64,,,,,,,,
1995-01-13,アスク講談社,実戦!麻雀指南,-,4,TBL,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-01-13,ヴァージンゲーム,雀遊記悟空乱打,-,4,TBL,"￥8,900","￥9,000代",0,0,,,,,,,,
1995-01-20,アスキー,ダービースタリオンⅢ,34,10,ETC,"￥12,800","￥13,000代",120,256,,,,,,,,
1995-01-20,BPS,マイケル・アンドレッティインディカーチャレンジ,-,4,RCG,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-01-20,バリエ,スターダストスープレックス,-,9,SPT,"￥9,980","￥10,000代",0,0,,,,,,,,
1995-01-27,アクレイムジャパン,ウルヴァリン,-,7,ACT,"￥10,900","￥11,000代",0,0,,,,,,,,
1995-01-27,アスミック,鋼鉄の騎士3突撃ヨーロッパ戦線,-,6,SLG,"￥12,800","￥13,000代",0,64,,,,,,,,
1995-01-27,カロッツェリアジャパン,みらくるカジノパラダイス,-,4,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-01-27,ケイエスエス,パチンコ物語2名古屋シャチホコの帝王,-,6,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-01-27,ビデオシステム,キテレツ大百科超時空すごろく,-,5,TBL,"￥8,900","￥9,000代",0,16,,,,,,藤子・F・不二雄,,
1995-02-03,イマジニア,放課後inBeppin女学院,-,6,SLG,"￥9,980","￥10,000代",0,64,,,,,,,,
1995-02-10,ポッポ,アイアンコマンドー鋼鉄の戦士,-,5,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-02-10,ヴィジット,ザ・心理ゲーム2マジカルトリップ,-,4,ETC,"￥8,800","￥9,000代",0,0,,,,,,,,
1995-02-10,カロッツェリアジャパン,ジャムズ,-,2,PZL,"￥7,800","￥8,000代",0,0,,,,,,,,
1995-02-10,DEN'Z,だるま道場,-,4,PZL,"￥8,800","￥9,000代",0,0,,永井満夫|服部明美|なかじゅんたつや,,,,,おおかわまこと,
1995-02-10,バンダイ,機動戦士ガンダムクロスディメンション0079,-,6,SLG,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-02-10,タイトー,さいばらりえこのまあじゃんほうろうき,-,2,TBL,"￥9,800","￥10,000代",0,16,,,,,,西原理恵子,,
1995-02-13,任天堂,BS-Xそれは名前を盗まれた街の物語,-,4,ETC,"￥18,000","￥18,000代",0,256,,,,,,,,
1995-02-17,データイースト,ファイターズヒストリー溝口危機一髪,-,9,ACT,"￥9,900","￥10,000代",0,0,,,,,,,,
