発売日,メーカー,タイトル,ハード,容量(bit),ジャンル,価格,ジョブカテゴリ,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
2000-03-24,ユービーアイソフト,レイマンミスター・ダークの罠,3,8,ACT,"￥4,200","￥4,000代",0,,,,,,,,
2000-03-24,タカラ,爆球連発！！スーパービーダマン激誕！ライジングヴァルキリー！！,2,6,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2000-03-30,コナミ,バトルフィッシャーズ,3,7,ACT,"￥4,500","￥4,500代",0,,,,,,,,
2000-03-30,コナミ,パワクロクンポケット2,2,7,SPT,"￥4,500","￥4,500代",0,,藤岡謙治,井上秀登|西川直樹|宮岡宏司,藤岡謙治|前川恵一,坂倉雄一|砂子純子|佐藤直之|とよはらさいこ,,赤田勲,
2000-03-30,コナミ,ポップンミュージックGB,3,6,ETC,"￥4,300","￥4,500代",0,,,,,,,,
2000-03-31,アテナ,トリックボーダーGP,3,6,SPT,"￥3,800","￥4,000代",0,,,,,,,,
2000-03-31,コンパイル,アルルの冒険まほうのジュエル,2,6,RPG,"￥4,200","￥4,000代",0,,,,,,,,
2000-03-31,ボトムアップ,スノボーチャンピオン,3,6,SPT,"￥3,980","￥4,000代",0,,,,,,,,
2000-03-31,サンソフト,必殺パチンコBOYCRモンスターハウス,3,6,TBL,"￥3,980","￥4,000代",0,,,,,,,,
2000-03-31,バンプレスト,名探偵コナン奇岩島秘宝伝説,2,6,ADV,"￥4,500","￥4,500代",0,,,,,,,,
2000-04-07,Jウィング,VSレミングス,3,8,ACT,"￥4,500","￥4,500代",0,,,,,,,,
2000-04-13,コナミ,遊戯王モンスターカプセルGB,2,6,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2000-04-14,ギャップス,聖牌伝説,2,6,TBL,"￥2,800","￥3,000代",0,,石井浩一,吉枝悟,北瀬佳範|大橋悟朗|渋谷員子,伊藤賢治,北瀬佳範,,
2000-04-21,タカラ,DXモノポリーGB,2,6,TBL,"￥3,980","￥4,000代",0,,,,,,,,
2000-04-21,ギャップス,バーガーパラダイスインターナショナル,3,6,SLG,"￥2,980","￥3,000代",0,,,,,,,,
2000-04-21,ケムコ,バックスバニークレイジーキャッスル4,3,6,ACT,"￥3,980","￥4,000代",0,,,,,,,,
2000-04-27,コナミ,メタルギアGhostBabel,3,7,ACT,"￥4,500","￥4,500代",0,,,,,,,,
2000-04-28,Jウィング,ディノブリーダー4,2,7,RPG,"￥4,800","￥5,000代",0,,くれやまと,まつながちえみ|山本哲也,永島三人|ロボロフスキー|舟橋正恭|ZA-ZA KOBAYASHI,NIKAIUTA UOH,,,
2000-04-28,小学館プロダクション,ドラえもんのクイズボーイ,3,6,TBL,"￥3,800","￥4,000代",0,,,,,,,,
2000-04-28,アルトロン,パズルボブル4,2,5,PZL,"￥3,800","￥4,000代",0,,,,,,,,
2000-04-28,カルチャーブレーン,フェレット物語ディア・マイ・フレンド,3,6,SLG,"￥3,980","￥4,000代",0,,,,,,,,
2000-04-28,エクシング・エンターテイメント,ロードランナードムドム団のやぼう,2,6,PZL,"￥3,980","￥4,000代",0,,,,,,,,
2000-04-28,エム・ティー・オー,漢字deパズル,2,6,ETC,"￥4,280","￥4,500代",0,,,,,,,,
2000-04-28,ヘクト,競馬場へ行こう！ワイド,2,6,ETC,"￥3,980","￥4,000代",0,,,,,,,常田大希,
2000-04-28,バイオックス,大工の源さん～カチカチのトンカチがカチ～,2,6,ACT,"￥3,980","￥4,000代",0,,,,,,,Max Matsuura,
2000-04-28,童,麻雀女王,2,6,TBL,"￥3,980","￥4,000代",0,,,,,,,,
2000-05-19,スターフィッシュ,ゲームコンビニ21,2,6,ETC,"￥3,980","￥4,000代",0,,,,,,,,
2000-05-26,ジョルダン,タイトーメモリアルバブルボブル,2,6,ACT,"￥3,980","￥4,000代",0,,,,,,,,
2000-05-26,ジョルダン,タイトーメモリアルCHASEH.Q.,2,6,RCG,"￥3,980","￥4,000代",0,,,,,,,,
2000-06-02,ハドソン,大貝獣物語ポヨンのダンジョンルーム2,3,7,RPG,"￥3,980","￥4,000代",0,,,,,,,,
2000-06-10,イマジニア,ビックリマン2000チャージングカードGB,2,7,TBL,"￥3,980","￥4,000代",0,,,,,,,,
2000-06-15,コナミ,ハンター×ハンター～ハンターの系譜～,3,8,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2000-06-29,ナムコ,ミスタードリラーGB版,2,5,PZL,"￥3,800","￥4,000代",0,,,,,,,,
2000-06-30,エム・ティー・オー,おじゃる丸～満願神社は縁日でおじゃる！～,2,6,ETC,"￥4,280","￥4,500代",0,,,,,,,,
2000-06-30,サンソフト,ムーミンの大冒険,3,7,ACT,"￥3,980","￥4,000代",0,,,,,,,,
2000-06-30,アテナ,井出洋介の麻雀教室GB,3,7,TBL,"￥3,800","￥4,000代",0,,,,,,,,
2000-06-30,Jウィング,漢字BOY2,2,6,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2000-07-06,コナミ,ワールドサッカーGB2000,3,7,SPT,"￥4,500","￥4,500代",0,,,,,,,,
2000-07-13,コナミ,がんばれ！ニッポン！オリンピック2000,3,7,SPT,"￥4,500","￥4,500代",0,,,,,,,,
2000-07-13,コナミ,遊戯王デュエルモンスターズ3三聖戦神降臨,3,8,TBL,"￥4,500","￥4,500代",0,,,,,,,,
2000-07-14,トミー,あつめてあそぶくまのプーさんもりのたからもの,3,7,ADV,"￥3,980","￥4,000代",0,,,,,,,,
2000-07-14,タム,いつでもパチンコGBCRモンスターハウス,3,6,TBL,"￥3,980","￥4,000代",0,,,,,,,,
2000-07-14,サクセス,おじゃる丸～月夜が池のたからもの～,2,7,TBL,"￥3,980","￥4,000代",0,,,,,,,,
2000-07-14,アスミック,ドカボン！？ミレニアムクエスト,2,7,RPG,"￥3,980","￥4,000代",0,,,,,,,,
2000-07-19,コナミ,サバイバルキッズ2～脱出！双子島～,2,6,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2000-07-19,イマジニア,ディアダニエルののスウィートアドベンチャー～キティちゃんをさがして～,2,6,ACT,"￥3,980","￥4,000代",0,,,,,,,,
2000-07-19,イマジニア,ハローキティのスウィートアドベンチャー～ダニエル君にあいたい～,2,6,ACT,"￥3,980","￥4,000代",0,,,,,,,,
2000-07-21,ナウプロダクション,データナビプロ野球,2,6,SPT,"￥4,300","￥4,500代",0,,,,,,,,
2000-07-21,キッド,爆走デコトラ伝説GBスペシャル男度胸の天下統一,3,6,RCG,"￥3,980","￥4,000代",0,,,,,,,,
2000-07-23,イマジニア,メダロット3カブトバージョン,3,8,RPG,"￥4,300","￥4,500代",0,,,,,,小山内美江子・清水有生ほか,竹之下寛次,
2000-07-23,イマジニア,メダロット3クワガタバージョン,3,8,RPG,"￥4,300","￥4,500代",0,,,,,,小山内美江子・清水有生ほか,竹之下寛次,
2000-07-27,プライムシステム,水木しげるの新・妖怪伝,3,8,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2000-07-28,メディアファクトリー,サクラ大戦GB檄・花組入隊！,3,8,ADV,"￥4,800","￥5,000代",0,,,,,,,,
2000-07-28,Jウィング,華欄虎龍学園～花札・麻雀～,3,7,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2000-08-03,コナミ,ダンスダンスレボリューションGB,3,7,ACT,"￥4,800","￥5,000代",0,,,,,,,,
2000-08-04,トミー,ゾイド邪神復活！～ジェノブレイカー編～,2,7,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2000-08-04,マイクロキャビン,ソウルゲッター～放課後冒険RPG～,2,7,RPG,"￥3,980","￥4,000代",0,,,,,,,,
2000-08-04,メディアファクトリー,ぞくぞくヒーローズ,3,7,RPG,"￥5,980","￥6,000代",0,,中潟憲雄,むらおしんいち|むらかみひろはる,とこよだようじ|樫本学ヴ,高濱祐輔|八鍬斉|堀江睦男|金光健司,三条陸,平林久和,
2000-08-04,Jウィング,ダンジョンセイバー,2,8,RPG,"￥4,800","￥5,000代",0,,菊地宏,高見初秋,菊地宏|おおつきべるの,足立美奈子,,菊地宏,
2000-08-04,ビクターインタラクティブソフトウェア,ぬし釣りアドベンチャーカイトの冒険,3,7,RPG,"￥4,200","￥4,000代",0,,,,,,,,
2000-08-04,マイクロキャビン,マジカルチェイスGB～見習い魔法使い賢者の谷へ～,3,7,SHT,"￥3,480","￥3,500代",0,,,,,,,,
2000-08-04,マーベラスエンターテイメント,ラブひなポケット,3,7,ADV,"￥4,200","￥4,000代",0,,,,,,,,
2000-08-10,コナミ,筋肉番付GB2～目指せ！マッスルチャンピオン～,2,7,ACT,"￥4,500","￥4,500代",0,,,,,,,,
2000-08-11,アルトロン,K.O.-ザ・プロ・ボクシング-,3,6,SPT,"￥4,500","￥4,500代",0,,,,,,,,
2000-08-11,ケムコ,トゥイーティ世界一周80匹のネコをさがせ！,3,6,ACT,"￥4,200","￥4,000代",0,,,,,,,,
2000-08-11,アトラス,谷村ひとし流パチンコ攻略大作戦ドン・キホーテが行く,2,7,ETC,"￥4,500","￥4,500代",0,,,,,,,,
2000-08-11,エム・ティー・オー,なかよしペットシリーズ3かわいい仔犬,3,6,SLG,"￥3,980","￥4,000代",0,,,,,,,,
2000-08-11,タカラ,パーフェクトチョロQ,3,7,RCG,"￥3,980","￥4,000代",0,,,,,,,,
2000-08-11,ハドソン,ベイブレードFIGHTINGTOURNAMENT,3,7,RPG,"￥3,980","￥4,000代",0,,,,,,,,
2000-08-11,ダズ,海底伝説！！トレジャーワールド,2,6,ADV,"￥3,980","￥4,000代",0,,,,,,,,
2000-08-11,ナツメ,所さんの世田谷カントリークラブ,2,6,SPT,"￥3,980","￥4,000代",0,,,,,,,,
2000-08-18,ポニーキャニオン,実践役に立つ詰碁,3,4,TBL,"￥3,980","￥4,000代",0,,,,,,,,
2000-08-23,任天堂,コロコロカービィ,3,6,ACT,"￥4,500","￥4,500代",0,,鈴木利明,笠松栄弘|西川英治|能登英司|幸田清|鈴木ゆかり,井沢圭子,前川琢也|尾崎裕一|米政美,,上村雅之|谷口和彦,
2000-09-07,コナミ,ポップンミュージックGBアニメーションメロディ,3,6,ETC,"￥4,500","￥4,500代",0,,,,,,,,
2000-09-08,任天堂,とっとこハム太郎ともだち大作戦でちゅ,3,6,ETC,"￥3,800","￥4,000代",0,,,,,,,,
2000-09-21,任天堂,ポケモンでパネポン,3,7,PZL,"￥3,800","￥4,000代",0,,,,,,,,
2000-09-22,ジョルダン,ハムスター倶楽部あわせてチュー,2,6,PZL,"￥3,980","￥4,000代",0,,,,,,,,
2000-09-22,ナグザット,ぼくのキャンプ場,3,7,SLG,"￥3,980","￥4,000代",0,,,,,,,,
2000-09-22,コンパイル,ぽけっとぷよぷよ～ん,3,6,PZL,"￥3,980","￥4,000代",0,,,,,,,,
2000-09-28,コナミ,ビートマニアGBガッチャミックス2,3,7,ETC,"￥4,500","￥4,500代",0,,,,,,,,
2000-09-29,アルトロン,エレベーターアクションEX,3,6,ACT,"￥4,500","￥4,500代",0,,,,,,,,
2000-09-29,レイアップ,ゴン太のおきらく大冒険,3,6,ADV,"￥3,980","￥4,000代",0,,,,,,,Max Matsuura,
2000-09-29,タイトー,スペースインベーダーX,2,6,SHT,"￥3,980","￥4,000代",0,,,西角友宏,西角友宏,亀井道行,,,
2000-09-29,テクモ,ソロモン,3,6,ACT,"￥4,300","￥4,500代",0,,,,,,,,
2000-09-29,ナグザット,パズルデショーブヨ！ウータマちゃん,2,6,PZL,"￥3,800","￥4,000代",0,,,,,,,,
2000-09-29,キングレコード,新世紀エヴァンゲリオン麻雀補完計画,3,7,TBL,"￥3,980","￥4,000代",0,,,,,,,,
2000-09-29,ビクターインタラクティブソフトウェア,牧場物語GB3ボーイ・ミーツ・ガール,3,7,SLG,"￥4,200","￥4,000代",0,,,,和田康宏|まつやまいぐさ,,,和田康宏,
2000-10-06,エム・ティー・オー,カードキャプターさくら～友枝小学校大運動会～,3,7,ETC,"￥4,280","￥4,500代",0,,,,,,,,
2000-10-06,ヴィアール・ワン,スーパードール・リカちゃんきせかえ大作戦,3,6,ETC,"￥4,300","￥4,500代",0,,,,,,,,
2000-10-19,コナミ,サイボーグクロちゃん2～ホワイトウッズの逆襲～,3,6,ACT,"￥4,500","￥4,500代",0,,,,,,,,
2000-10-20,カプコン,ロックマンXサイバーミッション,2,6,ACT,"￥3,980","￥4,000代",0,,大小原宏治,,岡村志野|宮原健一|安藤恵介,梶野俊夫|前田早織,,三並達也,
2000-10-21,任天堂,怪人ゾナー,2,7,ADV,"￥3,800","￥4,000代",0,,,,,,,,
2000-10-27,イマジニア,合格ボーイGOLD■いアタマを●くする。立体平面図形の達人,1,6,ETC,"￥3,800","￥4,000代",0,,,,,,,,
2000-10-27,アルトロン,JETでGO！LET'SGOBYAIRLINER,3,7,SLG,"￥4,500","￥4,500代",0,,,,,,,,
2000-11-01,任天堂,マリオテニスGB,3,7,SPT,"￥3,800","￥4,000代",0,,高橋秀五,沼屋賢司,高橋宏之|高橋秀五|橋本充|三上雅史|木村明仁|松永かおり|さかもとひでとし|橋本昌之,桜庭統,,波多野信治|高橋宏之|高橋秀五,
2000-11-03,スマイルソフト,携帯電獣テレファングスピードバージョン,2,7,RPG,"￥4,700","￥4,500代",0,,,,,,,,
2000-11-03,スマイルソフト,携帯電獣テレファングパワーバージョン,2,7,RPG,"￥4,700","￥4,500代",0,,,,,,,,
2000-11-03,Jウィング,血と汗と涙の高校野球,3,6,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2000-11-10,ナムコ,テイルズオブファンタジアなりきりダンジョン,2,7,RPG,"￥4,500","￥4,500代",0,,鈴木G健一,,藤島康介(キャラクターデザイン),田村信二|桜庭統|会田敏樹,新免G之進,横山茂|岡本進一郎,
2000-11-16,コナミ,DanceDanceRevolutionGB2,3,7,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2000-11-17,アトラス,真・女神転生デビルチルドレン赤の書,2,7,RPG,"￥4,300","￥4,500代",0,,,,,,,,
2000-11-17,アトラス,真・女神転生デビルチルドレン黒の書,2,7,RPG,"￥4,300","￥4,500代",0,,,,,,,,
2000-11-17,エニックス,ドキドキ伝説魔法陣グルグル,3,8,RPG,"￥5,900","￥6,000代",0,,,,加瀬政広,中村暢之,衛藤ヒロユキ,,
2000-11-21,任天堂,かくれんぼバトルモンスタータクティクス,3,7,RPG,"￥3,800","￥4,000代",0,,,,,,,,
2000-11-22,コナミ,ポップンミュージックGBディズニーチューンズ,3,6,ETC,"￥4,500","￥4,500代",0,,,,,,,,
2000-11-22,コナミ,グリンチ,3,6,ACT,"￥4,500","￥4,500代",0,,,,,,,,
2000-11-22,コナミ,エアフォースデルタ,3,6,SLG,"￥4,300","￥4,500代",0,,,,,,,,
2000-11-23,タム,それいけ！アンパンマン～5つの塔の王様～,3,6,ACT,"￥4,500","￥4,500代",0,,,,,,,,
2000-11-23,エニックス,コマンドマスター,3,7,RPG,"￥5,900","￥6,000代",0,,,,,,,,
2000-11-24,イマジニア,メダロット3パーツコレクションZからの超線状,3,7,RPG,"￥4,300","￥4,500代",0,,,,,,,,
2000-11-24,バンプレスト,仙界異聞録準提大戦～TVアニメーション「仙界伝封神演義」より～,2,6,SLG,"￥3,980","￥4,000代",0,,,,,,,,
2000-11-30,コナミ,ハムナプトラ～失われた砂漠の都～,3,6,ACT,"￥4,300","￥4,500代",0,,,,,ジェリー・ゴールドスミス,スティーヴン・ソマーズ,,
2000-12-01,ユービーアイソフト,ドナルドダックデイジーを救え,3,8,ACT,"￥4,300","￥4,500代",0,,,,,,,,
2000-12-01,トミー,スーパーミメルGBミメルベアのハッピーメールタウン,3,6,ADV,"￥3,980","￥4,000代",0,,,,,,,,
2000-12-01,サンライズインタラクティブ,GBハロボッツ,3,7,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2000-12-01,角川書店,六門天外モンコレナイトGB,3,7,RPG,"￥4,300","￥4,500代",0,,,,,,,,
2000-12-02,NECインターチャネル,Piaキャロットへようこそ！！2.2,3,8,SLG,"￥5,300","￥5,500代",0,,,,,あり,,,
2000-12-07,コナミ,遊戯王デュエルモンスターズ4最強決闘者戦記遊戯デッキ,3,8,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2000-12-07,コナミ,遊戯王デュエルモンスターズ4最強決闘者戦記海馬デッキ,3,8,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2000-12-07,コナミ,遊戯王デュエルモンスターズ4最強決闘者戦記城之内デッキ,3,8,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2000-12-08,ビデオシステム,だぁ！だぁ！だぁ！とつぜん☆カードでバトルで占いで！？,3,6,ETC,"￥4,500","￥4,500代",0,,,,,,,,
2000-12-08,サイバーフロント,電車でGO！2,3,9,SLG,"￥5,200","￥5,000代",0,,,,,,,,
2000-12-08,キングレコード,でじこの麻雀パーティ,2,7,TBL,"￥3,980","￥4,000代",0,,,,,,,,
2000-12-08,エニックス,ドラゴンクエスト3そして伝説へ・・・,3,8,RPG,"￥6,400","￥6,500代",0,,,,,,,,
2000-12-14,任天堂,ポケットモンスタークリスタルバージョン,3,7,RPG,"￥3,800","￥4,000代",244,,田尻智|増田順一(サブディレクター),渡辺哲也|森本茂樹|玉田荘介|太田健程,田尻智|西野弘二|森本茂樹|増田順一|松島賢二|杉森建|藤原基史|森本茂樹|にしだあつこ|吉田宏信|斉藤むねお|太田敏|吉川玲奈|奥谷順|岩下明日香|渡辺哲也,増田順一|一之瀬剛,松宮稔展|松島賢二,出石武宏|川口孝司|石原恒和|山内溥,
2000-12-15,エム・ティー・オー,なかよしクッキングシリーズ1おいしいケーキ屋さん,3,6,SLG,"￥3,980","￥4,000代",0,,,,,,,,
2000-12-15,ナムコ,攻めCOMダンジョンドルルルアーガ,2,7,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2000-12-15,ジョルダン,ハムスター倶楽部2,2,8,SLG,"￥4,300","￥4,500代",0,,,,,,,,
2000-12-15,アトラス,ハムスターパラダイス3ちゅりー,3,8,SLG,"￥4,300","￥4,500代",0,,,,,,小山内美江子・清水有生ほか,竹之下寛次,
2000-12-16,バンプレスト,金田一少年の事件簿～10年目の招待状～,2,7,ADV,"￥4,500","￥4,500代",0,,,,,,,,
2000-12-20,小学館/エポック社,ドラえもんのスタディボーイ九九ゲーム,3,6,ETC,"￥3,980","￥4,000代",0,,,,,,,,
2000-12-21,コナミ,がんばれゴエモン～星空士ダイナマイッツあらわる！！～,3,6,ACT,"￥4,800","￥5,000代",0,,カワミナミケイタ,柳原秀紀|森岳徳|前川公輝|永田正規|村上真吾,カワミナミケイタ|笹倉敦|林彰吾|松岡美和,冨田朋也,,蛭子悦延|カワミナミケイタ,
2000-12-22,タイトー,パズルボブルミレニアム,3,6,PZL,"￥4,200","￥4,000代",0,,,,田中日香里,Hajime,モリ・マサ,,
2000-12-22,エポック社,シルバニアファミリー2色づく森のファンタジー,3,7,ADV,"￥3,980","￥4,000代",0,,,,,,,,
2000-12-22,スターフィッシュ,ウィザードリィエンパイア～復活の杖～,3,6,RPG,"￥3,980","￥4,000代",0,,,,,,,,
2000-12-22,タイトー,かわいいペットショップ物語2,2,7,RPG,"￥4,200","￥4,000代",0,,,,,,,,
2000-12-22,ハドソン,グランディアパラレルトリッパーズ,3,8,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2001-01-01,ハドソン,桃太郎伝説1→2,3,7,RPG,"￥4,300","￥4,500代",0,,さくまあきら(ゲーム監督)|浦敏治|駒井一夫,塩本正悟(メインプログラム),土居孝幸,関口和之|宮路一昭,,中本伸一,
2001-01-01,Jウィング,あにまるぶり～だ～4,3,8,SLG,"￥4,800","￥5,000代",0,,,,,,,,
2001-01-12,小学館/エポック社,ドラえもんのスタディボーイ学習漢字ゲーム,3,6,ETC,"￥3,980","￥4,000代",0,,,,,,,,
2001-01-21,任天堂,ドンキーコング2001,3,8,ACT,"￥3,800","￥4,000代",0,,ティム・スタンパー,クリス・サザーランド|ブレンダン・ガン,グレッグ・メイレス|スティーヴ・メイルズ|ケヴィン・ベイリス|マーク・スティーヴンソン,デヴィッド・ワイズ|イーブリン・フィッシャー|ロビン・ビーンランド,,,
2001-01-26,タカラ,ブレイブサーガ新章アスタリア,3,7,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-01-26,マーベラスエンターテイメント,ラブひなパーティー,3,7,ADV,"￥4,500","￥4,500代",0,,,,,,,,
2001-02-02,コーエー,サムライキッド,3,6,ACT,"￥3,980","￥4,000代",0,,,,,,,,
2001-02-08,コナミ,おはスタDanceDanceRevolutionGB,3,7,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2001-02-09,イマジニア,へろへろくん,3,7,RPG,"￥4,800","￥5,000代",0,,皆川博信,,かみやたかひろ,,,光澤嘉一朗|河村直哉,
2001-02-09,アテナ,勝負師伝説哲也新宿天運編,3,6,TBL,"￥4,700","￥4,500代",0,,,,,,,,
2001-02-15,コナミ,DanceDanceRevolutionGB3,3,7,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2001-02-16,ジョルダン,ポップンポップ,3,6,PZL,"￥3,800","￥4,000代",0,,,,,,,,
2001-02-16,エム・ティー・オー,なかよしペットシリーズ4かわいい仔猫,3,6,SLG,"￥4,200","￥4,000代",0,,,,,,,,
2001-02-22,コナミ,筋肉番付GB3～新世紀サバイバル列伝！～,3,8,SPT,"￥4,800","￥5,000代",0,,,,,,,,
2001-02-23,アルトロン,フロントライン～TheNextMission～,3,6,ACT,"￥4,200","￥4,000代",0,,,,,,,,
2001-02-23,ナムコ,ポケットキング,2,7,SLG,"￥4,500","￥4,500代",0,,,,,,,,
2001-02-23,メディアファクトリー,スーパーロボットピンボール,3,7,TBL,"￥4,500","￥4,500代",0,,,,,,,,
2001-02-23,アスキー,ウィザードリィ,3,6,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2001-02-23,アスキー,ウィザードリィIIリルガミンの遺産,3,6,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2001-02-23,アスキー,ウィザードリィIIIダイアモンドの騎士,3,6,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2001-02-23,カプコン,笑う犬の冒険SILLYGOLUCKY！,2,6,ETC,"￥4,300","￥4,500代",0,,,,,,,,
2001-02-27,任天堂,ゼルダの伝説ふしぎの木の実～大地の章～,3,6,ACT,"￥3,800","￥4,000代",0,,藤林秀麿,,藤林秀麿|中野祐輔,貞清弘|足立美奈子|近藤浩治,曽田博久|宮下隼一|酒井直行,船水紀孝|岡本吉起|宮本茂(ゼネラルプロデューサー)|山内博,
2001-02-27,任天堂,ゼルダの伝説ふしぎの木の実～時空の章～,3,6,ACT,"￥3,800","￥4,000代",0,,藤林秀麿,,藤林秀麿|中野祐輔,貞清弘|足立美奈子|近藤浩治,曽田博久|宮下隼一|酒井直行,船水紀孝|岡本吉起|宮本茂(ゼネラルプロデューサー)|山内博,
2001-02-27,クリーチャーズ,ちっちゃいエイリアン,3,8,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2001-03-02,タイトー,ザ・ブラックオニキス,3,6,RPG,"￥4,500","￥4,500代",0,,,ボブ・ラザフォード|小林孝志|リチャード・チャールズ・ロジャース|坂本隆志,ヘンク・ブラウアー・ロジャース|ハンス・ヤンセン,,松方哲也,,
2001-03-09,アルファドリーム,コトバトル天外の守人,2,7,ETC,"￥4,500","￥4,500代",0,,,,,,,,
2001-03-09,マーベラスエンターテイメント,無敵王トライゼノン,3,7,ADV,"￥4,300","￥4,500代",0,,,,あらいずみるい(原案)|宮田奈保美|中原れい,川井憲次,ガンジス企画室,,
2001-03-09,エニックス,ドラゴンクエストモンスターズ2マルタのふしぎな鍵ルカの旅立ち,2,8,RPG,"￥6,400","￥6,500代",157,,,,,,,,
2001-03-15,コナミ,ウディウッドペッカーのゴー！ゴー！レーシング,3,6,RCG,"￥4,500","￥4,500代",0,,,,Steven Green|Jonathan Green|David Bland,Matt Furniss,,Derek Poon|Eveline Cureteau,
2001-03-16,イマジニア,スペースネットコスモレッド,3,7,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-03-16,イマジニア,スペースネットコスモブルー,3,7,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-03-16,エポック社,ドラえもんきみとペットの物語,2,6,RPG,"￥4,300","￥4,500代",0,,,,,,,,
2001-03-23,イマジニア,メダロット4カブトバージョン,3,8,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2001-03-23,イマジニア,メダロット4クワガタバージョン,3,8,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2001-03-23,Jウィング,幻想魔伝最遊記砂漠の四神,3,6,ETC,"￥4,980","￥5,000代",0,,,,,,,,
2001-03-23,ビクターインタラクティブソフトウェア ,きせかえシリーズ2おしゃれ日記,3,7,SLG,"￥4,200","￥4,000代",0,,,,,,,,
2001-03-23,アスク/ポリゴンマジック,忍たま乱太郎忍術学園に入学しようの段,3,6,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2001-03-28,ポケモン,ポケモンカードGB2GR団参上！,3,7,ETC,"￥3,900","￥4,000代",0,,,,,,,,
2001-03-29,コナミ,DanceDanceRevolutionGBディズニーミックス,3,7,ETC,"￥4,800","￥5,000代",0,,,,,,,,
2001-03-30,イマジニア,ハローキティとディアダニエルのドリームアドベンチャー,3,6,ACT,"￥4,500","￥4,500代",0,,,,,,,,
2001-03-30,カプコン,ストリートファイターアルファ,3,6,ACT,"￥4,300","￥4,500代",0,,,,,,,,
2001-03-30,イマジニア,合格ボーイGOLD■いアタマを●くする。整数小数分数単位計算の達人,1,6,ETC,"￥3,800","￥4,000代",0,,,,,,,,
2001-03-30,イマジニア,合格ボーイGOLD■いアタマを●くする。読み書き筆順熟語漢字の達人,1,6,ETC,"￥3,800","￥4,000代",0,,,,,,,,
2001-03-30,メヒアファクトリー,アニマスターGB,3,7,RPG,"￥3,980","￥4,000代",0,,,,,,,,
2001-04-12,エニックス,ドラゴンクエストモンスターズ2マルタのふしぎな鍵イルの冒険,2,8,RPG,"￥6,400","￥6,500代",157,,,,,,,,
2001-04-12,ゲームビレッジ,クロスハンター～エックス・ハンターバージョン～,3,8,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-04-12,ゲームビレッジ,クロスハンター～トレジャー・ハンターバージョン～,3,8,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-04-12,ゲームビレッジ,クロスハンター～モンスター・ハンターバージョン～,3,8,RPG,"￥4,800","￥5,000代",0,,,,,,,,
2001-04-12,コナミ,ハンター×ハンター～禁断の秘宝～,3,6,ACT,"￥4,500","￥4,500代",0,,,,,,,,
2001-04-13,タム,おいでラスカル,3,6,ADV,"￥4,500","￥4,500代",0,,,,,,,,
2001-04-20,エム・ティー・オー,なかよしクッキングシリーズ(2)おいしいパン屋さん,3,6,SLG,"￥4,200","￥4,000代",0,,,,,,,,
2001-04-21,任天堂,とっとこハム太郎2ハムちゃんず大集合でちゅ,3,7,ADV,"￥3,800","￥4,000代",0,,,,,,,,
2001-04-21,任天堂,ゴルフランド(未発売),0,0,?,?,#VALUE!,0,,,,,,,,
2001-04-27,J・ウイング,ぐるぐるタウンはなまるくん,3,6,ETC,"￥4,980","￥5,000代",0,,,,二宮常雄,安西史孝|はなまる楽団,すぎやままさこ,,
2001-04-27,エルフ,雀級生コスプレ★パラダイス,3,8,TBL,"￥4,800","￥5,000代",0,,,,,,,,
2001-04-27,バンプレスト,FromTVanimationONEPIECE夢のルフィ海賊団誕生！,2,8,RPG,"￥4,500","￥4,500代",0,,,,,,,,
2001-04-27,サクセス,X-MENMUTANTACADEMY,3,6,ACT,"￥3,980","￥4,000代",0,,,,,,,,
